State,County,LifeExpectancy,LifeExpectancyStandardError
California,Los Angeles County,80.41578142580912,2.051726075803428
California,Madera County,77.92215074553032,1.6942796624458367
California,Marin County,82.93477385242832,2.0279832353798435
California,Mariposa County,78.38491119119954,1.8542720393757073
California,Mendocino County,79.19092700700939,1.8843301064882974
California,Merced County,78.289989125453,1.8265475966582498
California,Modoc County,79.8,2.515275
California,Mono County,80.06982238239908,2.064744078751415
California,Monterey County,80.6263376295487,2.0803655094684466
California,Napa County,81.03094671471972,1.8761432236254243
California,Nevada County,79.96047335735986,1.8824966118127122
California,Orange County,81.41064680502484,1.911196202673984
California,Placer County,79.96402361421127,1.8462562769860433
California,Plumas County,78.02992387817105,1.7698046051791778
California,Riverside County,78.99685330522897,1.9599144257204704
California,Sacramento County,78.69356763880869,1.8758137161398176
California,San Benito County,82.39999999999999,2.0610363636363633
California,San Bernardino County,78.18065295800095,1.97065649868922
California,San Diego County,80.57968942025202,1.9518009794648876
California,San Francisco County,81.41573000046266,2.0405760251844627
California,San Joaquin County,77.4763271017784,1.8831851240018291
California,San Luis Obispo County,79.85933590035499,1.6964158259036424
California,San Mateo County,82.57124558786825,1.8719651482121866
California,Santa Barbara County,81.00660746079969,1.8391980262504717
California,Santa Clara County,82.41959500791383,2.0317837223792603
California,Santa Cruz County,81.05956231855063,1.9385791210853862
California,Shasta County,76.80644723223328,1.7366735882552968
California,Sierra County,84.9,3.3168
California,Siskiyou County,78.79420959245674,1.9846760337506064
California,Solano County,78.7652736461498,1.9091679755602053
California,Sonoma County,80.47647335735986,1.7718926118127123
California,Stanislaus County,77.64391916427226,1.7030861351996036
California,Sutter County,78.61949843558082,1.9043443922025833
California,Tehama County,77.2909090909091,1.4676
California,Trinity County,80.38189342943944,1.829046447250849
California,Tulare County,77.99242906598971,1.7960632337981315
California,Tuolumne County,79.25626675403586,1.704860406591681
California,Ventura County,80.81737398226187,1.9265391900649724
California,Yolo County,80.27699519227276,2.0390169126225723
California,Yuba County,76.13639051051409,1.4188808740181604
Colorado,Adams County,78.00490450698534,2.0596160607219995
Colorado,Alamosa County,78.15,1.262175
Colorado,Arapahoe County,79.51155653123226,2.1087671902131913
Colorado,Archuleta County,82.05,1.8542750000000001
Colorado,Baca County,80.0,2.0753500000000003
Colorado,Bent County,78.0,1.3234
Colorado,Boulder County,80.79193344639936,2.004651702648058
Colorado,Broomfield County,80.19151865199923,2.1381033989595126
Colorado,Chaffee County,79.62189342943944,1.550446447250849
Colorado,Cheyenne County,89.5,2.8702
Colorado,Clear Creek County,82.9,3.5632333333333333
Colorado,Conejos County,82.25,1.73295
Colorado,Costilla County,79.5,1.083
Colorado,Crowley County,76.4,0.6955
Colorado,Custer County,82.7,2.3977
Colorado,Delta County,78.88571428571429,1.6602999999999999
Colorado,Denver County,78.5023093059775,2.0383385507469405
Colorado,Dolores County,76.8,0.8372
Colorado,Douglas County,81.45892904052414,2.1850118420088926
Colorado,Eagle County,79.4781908194266,2.1798373116101746
Colorado,El Paso County,78.94054160499654,2.0268090788659725
Colorado,Elbert County,80.51428571428572,2.1419142857142854
Colorado,Fremont County,76.6020286743994,1.818649764911624
Colorado,Garfield County,81.0008606497452,2.257657476023113
Colorado,Gilpin County,81.8,3.3289
Colorado,Grand County,80.53333333333335,2.0516
Colorado,Gunnison County,80.07736678679932,1.655433059063561
Colorado,Hinsdale County,81.4,1.2955
Colorado,Huerfano County,79.85473357359862,1.9323161181271225
Colorado,Jackson County,78.7,1.1642
Colorado,Jefferson County,79.73957203987213,1.9092786088139286
Colorado,Kiowa County,78.2,0.8861
Colorado,Kit Carson County,80.03333333333335,1.7566666666666666
Colorado,La Plata County,81.72,1.8223200000000002
Colorado,Lake County,78.45473357359862,2.0173661181271223
Colorado,Larimer County,80.17826857214202,1.9828655730828897
Colorado,Las Animas County,78.61666666666667,2.2441999999999998
Colorado,Lincoln County,80.8,1.7958
Colorado,Logan County,78.18333333333334,1.49515
Colorado,Mesa County,78.41099773428947,1.6738504990520169
Colorado,Mineral County,78.30946714719724,1.8558322362542448
Colorado,Moffat County,77.925,1.58695
Colorado,Montezuma County,80.82857142857142,2.205014285714286
Colorado,Montrose County,79.38,1.8774899999999999
Colorado,Morgan County,79.7125,2.34275
Colorado,Otero County,76.94285714285715,2.0271857142857144
Colorado,Ouray County,83.2,2.3893
Colorado,Park County,79.16568028831834,1.898679341752547
Colorado,Phillips County,80.1,1.7526
Colorado,Pitkin County,82.425,2.6316
Colorado,Prowers County,78.86,2.2632
Colorado,Pueblo County,76.50250670161434,1.949669617182127
Colorado,Rio Blanco County,78.95,1.3879000000000001
Colorado,Rio Grande County,78.93333333333334,1.8579999999999999
Colorado,Routt County,81.7625,2.5932125
Colorado,Saguache County,82.6,2.3139000000000003
Colorado,San Juan County,78.30946714719724,1.8558322362542448
Colorado,San Miguel County,78.83210036039793,1.9291741771906836
Colorado,Sedgwick County,76.1,1.5101
Colorado,Summit County,79.80568028831834,2.4918993417525472
Colorado,Teller County,80.03491119119954,2.412088706042374
Colorado,Washington County,80.15,1.4091
Colorado,Weld County,79.07871352600458,2.190825298913275
Colorado,Yuma County,79.65,1.28285
Connecticut,Fairfield County,81.37808406245297,1.8369377151186443
Connecticut,Hartford County,79.41126371836413,1.8354375851397553
Connecticut,Litchfield County,79.91465364188208,1.8112717878680633
Connecticut,Middlesex County,80.54401084977276,1.8669647759125063
Connecticut,New Haven County,79.23628774458933,1.7172664334870655
Connecticut,New London County,79.50208891801196,1.7533019537123784
Connecticut,Tolland County,80.55680468055125,1.6673021096990077
Connecticut,Windham County,79.28075737177578,1.7027225789003395
Delaware,Kent County,76.9829657148118,1.6469220892429386
Delaware,New Castle County,77.80363158150824,1.9140408999239233
Delaware,Sussex County,78.45695809588106,1.7177214424080363
District of Columbia,District of Columbia,76.55660636905453,2.0096768229472595
Florida,Alachua County,78.03629535822789,1.8987687733492755
Florida,Baker County,75.95,1.253475
Florida,Bay County,76.1078939939997,2.0236036632107095
Florida,Bradford County,76.2,1.8384
Florida,Brevard County,77.36716493757179,1.7463736264695218
Florida,Broward County,79.22667296401748,1.9987590341957586
Florida,Calhoun County,77.66666666666667,1.4560333333333333
Florida,Charlotte County,78.65041718026617,1.9402570680456337
Florida,Citrus County,75.17890954097132,1.6576475798662231
Florida,Clay County,77.22364890490658,1.7881110745418083
Florida,Collier County,80.92624334064809,2.084455183024509
Florida,Columbia County,75.0507889289331,1.5398360196878536
Florida,DeSoto County,77.97777777777777,2.144211111111111
Florida,Dixie County,76.87736678679931,1.621733059063561
Florida,Duval County,75.8704958047723,1.8407806072056305
Florida,Escambia County,75.37287966299981,1.8047939052954338
Florida,Flagler County,78.93899687116165,2.013188784405166
Florida,Franklin County,76.35315571573241,2.2088607454180815
Florida,Gadsden County,75.62222222222222,1.5445888888888888
Florida,Gilchrist County,77.36,1.87788
Florida,Glades County,76.42973357359861,1.3806161181271224
Florida,Gulf County,76.9523667867993,1.4760830590635612
Florida,Hamilton County,75.10000000000001,2.084
Florida,Hardee County,79.53333333333335,2.20555
Florida,Hendry County,78.31563816388531,1.9188188908934636
Florida,Hernando County,76.41216301635525,1.757392470694916
Florida,Highlands County,77.55695809588107,1.8892418127784067
Florida,Hillsborough County,77.66610807818022,2.010040414311475
Florida,Holmes County,74.5,1.486775
Florida,Indian River County,79.50122156738028,1.963052546613451
Florida,Jackson County,74.72727272727273,1.3468363636363636
Florida,Jefferson County,76.9523667867993,1.3569580590635613
Florida,Lafayette County,77.75473357359863,1.7364161181271225
Florida,Lake County,77.81334528099976,1.8475796639512718
Florida,Lee County,78.61732623690487,2.012564666610069
Florida,Leon County,77.69417850910543,1.951206685276422
Florida,Levy County,75.60189342943946,1.732976447250849
Florida,Liberty County,75.85,1.0972499999999998
Florida,Madison County,76.14,2.03784
Florida,Manatee County,78.9537637434935,1.9445210276110283
Florida,Marion County,75.85690800515516,1.6364823829569557
Florida,Martin County,81.1485371037774,1.9200711439242006
Florida,Miami-Dade County,80.37340581923368,1.9922991405061241
Florida,Monroe County,79.20828396397367,2.129822368307273
Florida,Nassau County,78.22380516516901,1.5980947874041727
Florida,Okaloosa County,78.04993804037177,1.7251177018900286
Florida,Okeechobee County,77.36903345346597,1.9124663923968945
Florida,Orange County,78.42497781956304,1.9658129480800794
Florida,Osceola County,78.99186024464342,2.0385030647263345
Florida,Palm Beach County,80.04580717309781,2.043071727955522
Florida,Pasco County,76.63282694097867,2.0231595295622324
Florida,Pinellas County,77.73456483215573,1.8117525673176254
Florida,Polk County,77.31406668850897,1.9599456211284398
Florida,Putnam County,74.74173336159983,1.7133842491914262
Florida,Santa Rosa County,77.32765131901517,1.8396178643272496
Florida,Sarasota County,79.99823726379748,1.8710552769216784
Florida,Seminole County,79.6693752329114,2.0818072750439502
Florida,St. Johns County,79.945749687258,1.9636160460983894
Florida,St. Lucie County,77.75375409543099,1.845132543833522
Florida,Sumter County,76.88769842265162,2.053390823883143
Florida,Suwannee County,75.74285714285715,1.4859714285714285
Florida,Taylor County,76.52189342943946,1.900386447250849
Florida,Union County,73.43333333333334,1.5603666666666667
Florida,Volusia County,77.13934389758575,1.7952832467218265
Florida,Wakulla County,76.90189342943945,1.7458664472508487
Florida,Walton County,78.1507889289331,2.183411019687854
Florida,Washington County,74.68706673531389,1.5671331766077492
Georgia,Appling County,74.90189342943945,1.718026447250849
Georgia,Atkinson County,74.56666666666666,1.7713999999999999
Georgia,Bacon County,72.83333333333333,1.8569000000000002
Georgia,Baker County,77.1,1.98255
Georgia,Baldwin County,75.04444444444444,1.9696333333333333
Georgia,Banks County,76.225,1.52995
Georgia,Barrow County,75.33941484151096,1.8313406797919025
Georgia,Bartow County,76.18729780981315,1.763748815750283
Georgia,Ben Hill County,73.28,1.44468
Georgia,Berrien County,75.36824452453287,1.7297720393757074
Georgia,Bibb County,74.00789399399969,1.8303650268470733
Georgia,Bleckley County,75.53333333333335,1.8097666666666667
Georgia,Brantley County,75.06666666666666,1.4153333333333336
Georgia,Brooks County,74.64,1.64772
Georgia,Bryan County,76.75984775634207,1.8734234960726412
Georgia,Bulloch County,76.28570012013265,1.5369663923968944
Georgia,Burke County,74.58491119119954,1.5376720393757075
Georgia,Butts County,75.8,1.4892333333333332
Georgia,Calhoun County,77.1,1.9983
Georgia,Camden County,76.92076376741743,1.6507724280693394
Georgia,Candler County,75.39999999999999,1.5694
Georgia,Carroll County,75.21820394983513,1.4469195433090734
Georgia,Catoosa County,76.4909090909091,1.5056363636363637
Georgia,Charlton County,76.6,1.4429
Georgia,Chatham County,76.58907785786622,1.9265900949312629
Georgia,Chattahoochee County,77.32757371775779,1.9098657890033959
Georgia,Chattooga County,73.8015778578662,1.4113887060423742
Georgia,Cherokee County,79.05457439593826,1.7028909412503264
Georgia,Clarke County,77.65522676277278,1.9426297805841821
Georgia,Clay County,72.2,0.8368
Georgia,Clayton County,75.86951474355155,1.9954631578006792
Georgia,Clinch County,73.0,1.8137
Georgia,Cobb County,79.29935894094636,1.8361734922608766
Georgia,Coffee County,73.73438523857746,1.6473369151393604
Georgia,Colquitt County,75.31,1.59348
Georgia,Columbia County,78.37594671471973,1.8271432236254246
Georgia,Cook County,74.15,1.52955
Georgia,Coweta County,77.39547335735986,1.5379266118127122
Georgia,Crawford County,75.63333333333333,1.744633333333333
Georgia,Crisp County,74.95,1.8436666666666666
Georgia,Dade County,76.275,1.488325
Georgia,Dawson County,77.03333333333333,1.3751333333333333
Georgia,DeKalb County,77.81365431583964,1.976699396474694
Georgia,Decatur County,74.35714285714286,1.6129857142857145
Georgia,Dodge County,76.0515778578662,1.5673720393757076
Georgia,Dooly County,79.93333333333334,2.0514666666666668
Georgia,Dougherty County,74.64849878322953,1.8110382309723794
Georgia,Douglas County,76.285,1.549555
Georgia,Early County,74.02000000000001,1.76264
Georgia,Echols County,74.55000000000001,2.3648
Georgia,Effingham County,76.24,1.88854
Georgia,Elbert County,73.7,1.42346
Georgia,Emanuel County,73.10000000000001,1.8606833333333332
Georgia,Evans County,76.60000000000001,1.6998666666666669
Georgia,Fannin County,76.32189342943944,1.8780464472508491
Georgia,Fayette County,79.775,1.7942900000000002
Georgia,Floyd County,75.765,1.625425
Georgia,Forsyth County,79.60105190524413,2.036390248472694
Georgia,Franklin County,74.44,1.4089
Georgia,Fulton County,77.55930205971707,2.0495527153072466
Georgia,Gilmer County,79.2,1.6942599999999999
Georgia,Glascock County,77.0,1.6461
Georgia,Glynn County,77.30059169669983,1.7199707647658904
Georgia,Gordon County,76.44444444444444,1.4736777777777776
Georgia,Grady County,76.5,1.7835833333333333
Georgia,Greene County,76.83127632777064,2.0638663532154986
Georgia,Gwinnett County,78.93673871110757,1.986934652920955
Georgia,Habersham County,78.275,1.6216625
Georgia,Hall County,78.12274817484429,1.6794990131252359
Georgia,Hancock County,77.25,2.32695
Georgia,Haralson County,73.22,1.28786
Georgia,Harris County,80.44189342943945,1.959666447250849
Georgia,Hart County,77.02000000000001,1.62074
Georgia,Heard County,75.16666666666667,1.5904
Georgia,Henry County,77.57275737177578,1.8305825789003396
Georgia,Houston County,77.1743246585738,1.918023140706706
Georgia,Irwin County,76.2,1.9122000000000001
Georgia,Jackson County,75.85454545454546,1.3450363636363636
Georgia,Jasper County,75.36666666666667,1.7705333333333335
Georgia,Jeff Davis County,73.60000000000001,1.4210333333333331
Georgia,Jefferson County,76.12736678679931,1.508708059063561
Georgia,Jenkins County,73.75,1.4828999999999999
Georgia,Johnson County,76.2,1.8937
Georgia,Jones County,75.13333333333334,1.6866833333333335
Georgia,Lamar County,74.5,1.1700333333333333
Georgia,Lanier County,76.75,2.51405
Georgia,Laurens County,74.04688208824595,1.6961409412503263
Georgia,Lee County,77.86189342943945,1.6988464472508489
Georgia,Liberty County,76.74982238239907,1.9303174120847482
Georgia,Lincoln County,76.35,1.9906000000000001
Georgia,Long County,77.06982238239908,1.6177107454180817
Georgia,Lowndes County,75.692,1.8815520000000001
Georgia,Lumpkin County,77.4,1.733675
Georgia,Macon County,77.25236678679931,1.7981830590635612
Georgia,Madison County,75.3,1.4473333333333336
Georgia,Marion County,76.45,1.74985
Georgia,McDuffie County,74.03999999999999,1.48254
Georgia,McIntosh County,77.74378685887889,2.023472894501698
Georgia,Meriwether County,74.125,1.44225
Georgia,Miller County,76.23333333333333,2.072366666666667
Georgia,Mitchell County,75.2,1.70852
Georgia,Monroe County,77.03999999999999,1.46546
Georgia,Montgomery County,77.33333333333333,2.0494
Georgia,Morgan County,76.66,1.96276
Georgia,Murray County,74.6625,1.6990625
Georgia,Muscogee County,74.85561010822616,1.9102124751183251
Georgia,Newton County,75.76153846153846,1.5418923076923077
Georgia,Oconee County,80.83333333333333,1.7427333333333335
Georgia,Oglethorpe County,76.2,1.7234
Georgia,Paulding County,77.36991586534694,1.9522682478296176
Georgia,Peach County,76.00157785786621,1.9136053727090407
Georgia,Pickens County,77.26666666666667,1.7800333333333331
Georgia,Pierce County,75.05,1.405175
Georgia,Pike County,77.175,1.6988
Georgia,Polk County,73.72857142857143,1.3567142857142858
Georgia,Pulaski County,74.73333333333333,1.4766000000000001
Georgia,Putnam County,76.7837868588789,1.562132894501698
Georgia,Quitman County,77.7,3.3338
Georgia,Rabun County,78.76,2.164
Georgia,Randolph County,75.15,1.93005
Georgia,Richmond County,74.30120857198263,1.8804041152664992
Georgia,Rockdale County,77.67333333333333,1.93494
Georgia,Schley County,77.1,2.4482
Georgia,Screven County,75.17999999999999,1.76248
Georgia,Seminole County,73.7,2.1590000000000003
Georgia,Spalding County,73.55833333333334,1.52745
Georgia,Stephens County,73.74,1.5124799999999998
Georgia,Stewart County,76.75,1.7412
Georgia,Sumter County,75.9,1.9997375
Georgia,Talbot County,75.90315571573241,1.8409774120847482
Georgia,Taliaferro County,75.6,1.8698
Georgia,Tattnall County,74.5,1.29244
Georgia,Taylor County,74.53333333333333,1.9951666666666668
Georgia,Telfair County,78.7,2.0314
Georgia,Terrell County,74.175,1.753075
Georgia,Thomas County,75.32727272727273,1.5830636363636363
Georgia,Tift County,75.92222222222222,1.6136444444444444
Georgia,Toombs County,74.36666666666666,1.5300166666666666
Georgia,Towns County,79.63333333333334,1.7515
Georgia,Treutlen County,76.6,2.0282
Georgia,Troup County,75.91428571428571,1.5596357142857145
Georgia,Turner County,74.9,1.6224
Georgia,Twiggs County,74.55,1.3316
Georgia,Union County,77.88648904906574,1.7866607454180816
Georgia,Upson County,73.07142857142857,1.5835714285714286
Georgia,Walker County,75.41538461538461,1.6053
Georgia,Walton County,76.55333333333333,1.5168666666666666
Georgia,Ware County,72.66666666666667,1.5706555555555555
Georgia,Warren County,71.80000000000001,1.1655
Georgia,Washington County,77.34,1.60048
Georgia,Wayne County,74.58333333333333,1.2951166666666667
Georgia,Webster County,77.55,2.4823500000000003
Georgia,Wheeler County,77.3,1.91025
Georgia,White County,78.28,1.6893999999999998
Georgia,Whitfield County,77.59444444444445,1.6770444444444446
Georgia,Wilcox County,73.275,1.7181000000000002
