State,County,LifeExpectancy,LifeExpectancyStandardError
Idaho,"Franklin County, ID",80.6,1.4
Idaho,"Fremont County, ID",79.1,1.65
Idaho,"Gem County, ID",77.47,1.23
Idaho,"Gooding County, ID",78.0,1.22
Idaho,"Idaho County, ID",79.82,1.91
Idaho,"Jefferson County, ID",80.72,1.72
Idaho,"Jerome County, ID",78.46,1.38
Idaho,"Kootenai County, ID",79.4,1.64
Idaho,"Latah County, ID",80.3,1.67
Idaho,"Lemhi County, ID",79.13,2.97
Idaho,"Lewis County, ID",81.85,1.98
Idaho,"Lincoln County, ID",79.1,0.51
Idaho,"Madison County, ID",79.17,1.76
Idaho,"Minidoka County, ID",79.32,1.71
Idaho,"Nez Perce County, ID",78.23,1.65
Idaho,"Oneida County, ID",81.1,1.28
Idaho,"Owyhee County, ID",80.77,2.56
Idaho,"Payette County, ID",79.0,1.49
Idaho,"Power County, ID",79.9,2.05
Idaho,"Shoshone County, ID",80.97,2.22
Idaho,"Teton County, ID",85.4,2.23
Idaho,"Twin Falls County, ID",77.35,1.58
Idaho,"Valley County, ID",81.5,1.81
Idaho,"Washington County, ID",78.53,1.4
Illinois,"Adams County, IL",77.46,1.68
Illinois,"Alexander County, IL",74.47,2.05
Illinois,"Bond County, IL",77.68,1.71
Illinois,"Boone County, IL",78.34,1.42
Illinois,"Brown County, IL",75.65,1.45
Illinois,"Bureau County, IL",80.58,1.72
Illinois,"Calhoun County, IL",82.15,1.82
Illinois,"Carroll County, IL",78.25,1.81
Illinois,"Cass County, IL",76.8,1.5
Illinois,"Champaign County, IL",80.0,1.99
Illinois,"Christian County, IL",76.43,1.64
Illinois,"Clark County, IL",76.58,1.37
Illinois,"Clay County, IL",76.12,1.7
Illinois,"Clinton County, IL",79.84,1.92
Illinois,"Coles County, IL",77.21,1.45
Illinois,Cook County,,
Illinois,"Cook County, IL",77.83,1.98
Illinois,"Crawford County, IL",77.0,1.52
Illinois,"Cumberland County, IL",78.27,1.29
Illinois,"De Witt County, IL",78.02,1.5
Illinois,"DeKalb County, IL",80.23,1.73
Illinois,"Douglas County, IL",79.26,1.48
Illinois,"DuPage County, IL",81.29,1.86
Illinois,"Edgar County, IL",76.76,1.55
Illinois,"Edwards County, IL",78.7,2.26
Illinois,"Effingham County, IL",77.64,1.33
Illinois,"Fayette County, IL",79.15,2.17
Illinois,"Ford County, IL",77.73,1.6
Illinois,"Franklin County, IL",75.3,1.48
Illinois,"Fulton County, IL",77.75,1.61
Illinois,"Gallatin County, IL",73.7,1.41
Illinois,"Greene County, IL",76.92,1.53
Illinois,"Grundy County, IL",78.4,1.5
Illinois,"Hamilton County, IL",77.47,1.99
Illinois,"Hancock County, IL",81.54,2.27
Illinois,"Hardin County, IL",78.0,2.44
Illinois,"Henderson County, IL",80.47,1.59
Illinois,"Henry County, IL",78.75,1.62
Illinois,"Iroquois County, IL",77.77,1.51
Illinois,"Jackson County, IL",76.45,1.72
Illinois,"Jasper County, IL",78.63,1.55
Illinois,"Jefferson County, IL",75.98,1.64
Illinois,"Jersey County, IL",77.08,1.33
Illinois,"Jo Daviess County, IL",80.1,1.32
Illinois,"Johnson County, IL",77.43,1.33
Illinois,"Kane County, IL",80.26,1.98
Illinois,"Kankakee County, IL",77.49,1.99
Illinois,"Kendall County, IL",79.9,1.61
Illinois,"Knox County, IL",76.27,1.5
Illinois,"La Salle County, IL",77.35,1.47
Illinois,Lake County,,
Illinois,"Lake County, IL",80.18,1.82
Illinois,"Lawrence County, IL",72.38,1.58
Illinois,"Lee County, IL",78.0,1.57
Illinois,"Livingston County, IL",77.33,1.6
Illinois,"Logan County, IL",77.18,1.5
Illinois,"Macon County, IL",76.38,1.8
Illinois,"Macoupin County, IL",77.42,1.31
Illinois,"Madison County, IL",76.44,1.58
Illinois,"Marion County, IL",75.62,1.6
Illinois,"Marshall County, IL",76.72,1.55
Illinois,"Mason County, IL",75.95,1.67
Illinois,"Massac County, IL",74.78,1.35
Illinois,"McDonough County, IL",78.56,1.79
Illinois,"McHenry County, IL",79.55,1.62
Illinois,"McLean County, IL",78.59,1.8
Illinois,"Menard County, IL",78.93,1.31
Illinois,"Mercer County, IL",78.97,1.4
Illinois,"Monroe County, IL",79.97,1.58
Illinois,"Montgomery County, IL",76.04,1.76
Illinois,"Morgan County, IL",77.64,1.62
Illinois,"Moultrie County, IL",77.65,0.96
Illinois,"Ogle County, IL",79.36,1.65
Illinois,"Peoria County, IL",76.68,1.83
Illinois,"Perry County, IL",77.28,1.57
Illinois,"Piatt County, IL",79.58,1.35
Illinois,"Pike County, IL",79.28,1.56
Illinois,"Pope County, IL",78.5,2.53
Illinois,"Pulaski County, IL",75.2,1.31
Illinois,"Putnam County, IL",81.8,1.76
Illinois,"Randolph County, IL",78.22,1.61
Illinois,"Richland County, IL",77.84,1.59
Illinois,"Rock Island County, IL",78.02,1.85
Illinois,"Saline County, IL",74.14,1.6
Illinois,"Sangamon County, IL",76.95,1.76
Illinois,"Schuyler County, IL",79.03,2.05
Illinois,"Scott County, IL",79.7,1.61
Illinois,"Shelby County, IL",80.18,1.53
Illinois,"St. Clair County, IL",75.85,1.82
Illinois,"Stark County, IL",80.65,1.94
Illinois,"Stephenson County, IL",79.88,1.87
Illinois,"Tazewell County, IL",78.68,1.55
Illinois,"Union County, IL",76.74,1.62
Illinois,"Vermilion County, IL",75.11,1.55
Illinois,"Wabash County, IL",78.72,1.92
Illinois,"Warren County, IL",79.2,1.56
Illinois,"Washington County, IL",78.72,1.73
Illinois,"Wayne County, IL",78.66,1.45
Illinois,"White County, IL",75.06,1.56
Illinois,"Whiteside County, IL",78.13,1.66
Illinois,"Will County, IL",78.5,1.97
Illinois,"Williamson County, IL",76.51,1.45
Illinois,"Winnebago County, IL",76.31,1.88
Illinois,"Woodford County, IL",79.43,1.54
Indiana,"Adams County, IN",80.1,1.9
Indiana,"Allen County, IN",77.33,1.86
Indiana,"Bartholomew County, IN",78.27,1.73
Indiana,"Benton County, IN",77.57,1.59
Indiana,"Blackford County, IN",75.62,1.79
Indiana,"Boone County, IN",79.08,1.58
Indiana,"Brown County, IN",77.85,1.58
Indiana,"Carroll County, IN",79.78,2.24
Indiana,"Cass County, IN",78.28,1.72
Indiana,"Clark County, IN",75.33,1.74
Indiana,"Clay County, IN",78.22,1.79
Indiana,"Clinton County, IN",77.54,1.98
Indiana,"Crawford County, IN",76.5,1.29
Indiana,"Daviess County, IN",76.97,1.38
Indiana,"DeKalb County, IN",77.98,1.48
Indiana,"Dearborn County, IN",78.52,1.85
Indiana,"Decatur County, IN",79.32,2.06
Indiana,"Delaware County, IN",75.46,1.74
Indiana,"Dubois County, IN",78.99,1.47
Indiana,"Elkhart County, IN",78.64,1.87
Indiana,"Fayette County, IN",74.83,1.91
Indiana,"Floyd County, IN",76.18,1.6
Indiana,"Fountain County, IN",77.12,1.63
Indiana,"Franklin County, IN",78.76,1.49
Indiana,"Fulton County, IN",76.8,1.7
Indiana,"Gibson County, IN",78.56,1.65
Indiana,"Grant County, IN",75.19,1.59
Indiana,"Greene County, IN",76.53,1.83
Indiana,"Hamilton County, IN",81.05,1.93
Indiana,"Hancock County, IN",77.76,1.37
Indiana,"Harrison County, IN",78.07,1.55
Indiana,"Hendricks County, IN",79.58,1.69
Indiana,"Henry County, IN",76.64,1.88
Indiana,"Howard County, IN",75.98,1.61
Indiana,"Huntington County, IN",77.58,1.38
Indiana,"Jackson County, IN",76.05,1.49
Indiana,"Jasper County, IN",77.16,1.79
Indiana,"Jay County, IN",76.47,1.78
Indiana,"Jefferson County, IN",75.57,1.54
Indiana,"Jennings County, IN",77.67,2.29
Indiana,"Johnson County, IN",77.69,1.6
Indiana,"Knox County, IN",75.64,1.41
Indiana,"Kosciusko County, IN",77.95,1.66
Indiana,"LaGrange County, IN",79.21,1.71
Indiana,LaPorte County,,
Indiana,"LaPorte County, IN",75.55,1.73
Indiana,Lake County,,
Indiana,"Lake County, IN",75.17,1.75
Indiana,"Lawrence County, IN",74.78,1.51
Indiana,"Madison County, IN",75.23,1.61
Indiana,"Marion County, IN",75.01,1.9
Indiana,"Marshall County, IN",78.94,1.66
Indiana,"Martin County, IN",78.37,1.68
Indiana,"Miami County, IN",76.33,1.68
Indiana,"Monroe County, IN",78.84,1.9
Indiana,"Montgomery County, IN",78.44,1.54
Indiana,"Morgan County, IN",76.27,1.41
Indiana,"Newton County, IN",76.55,1.64
Indiana,"Noble County, IN",77.9,1.7
Indiana,"Ohio County, IN",78.35,2.16
Indiana,"Orange County, IN",77.02,1.6
Indiana,"Owen County, IN",76.94,1.7
Indiana,"Parke County, IN",78.42,1.43
Indiana,"Perry County, IN",75.96,1.39
Indiana,"Pike County, IN",80.92,2.87
Indiana,Porter County,,
Indiana,"Porter County, IN",77.66,1.58
Indiana,"Posey County, IN",77.89,1.53
Indiana,"Pulaski County, IN",77.05,1.83
Indiana,"Putnam County, IN",77.76,1.62
Indiana,"Randolph County, IN",78.4,1.87
Indiana,"Ripley County, IN",78.22,1.38
Indiana,"Rush County, IN",77.74,1.81
Indiana,"Scott County, IN",73.48,1.97
Indiana,"Shelby County, IN",77.64,1.7
Indiana,"Spencer County, IN",80.74,2.06
Indiana,"St. Joseph County, IN",76.46,1.84
Indiana,"Starke County, IN",73.91,1.66
Indiana,"Steuben County, IN",78.56,1.8
Indiana,"Sullivan County, IN",77.92,1.88
Indiana,"Switzerland County, IN",75.4,1.4
Indiana,"Tippecanoe County, IN",78.47,1.91
Indiana,"Tipton County, IN",77.95,1.71
Indiana,"Union County, IN",77.95,1.52
Indiana,"Vanderburgh County, IN",75.39,1.77
Indiana,"Vermillion County, IN",77.42,1.71
Indiana,"Vigo County, IN",74.75,1.73
Indiana,"Wabash County, IN",76.56,1.6
Indiana,"Warren County, IN",80.85,1.41
Indiana,"Warrick County, IN",79.34,1.64
Indiana,"Washington County, IN",74.98,1.49
Indiana,"Wayne County, IN",76.08,1.62
Indiana,"Wells County, IN",80.24,2.04
Indiana,"White County, IN",78.62,1.91
Indiana,"Whitley County, IN",80.63,1.92
Iowa,"Adair County, IA",78.13,1.45
Iowa,"Adams County, IA",78.1,1.93
Iowa,"Allamakee County, IA",79.88,1.8
Iowa,"Appanoose County, IA",76.86,1.41
Iowa,"Audubon County, IA",77.5,1.36
Iowa,"Benton County, IA",80.77,1.89
Iowa,"Black Hawk County, IA",77.95,1.88
Iowa,"Boone County, IA",80.46,2.13
Iowa,"Bremer County, IA",81.04,1.56
Iowa,"Buchanan County, IA",79.07,1.55
Iowa,"Buena Vista County, IA",80.12,1.71
Iowa,"Butler County, IA",79.54,1.42
Iowa,"Calhoun County, IA",78.72,1.7
Iowa,"Carroll County, IA",80.13,1.38
Iowa,"Cass County, IA",77.62,1.86
Iowa,"Cedar County, IA",82.18,1.63
Iowa,"Cerro Gordo County, IA",80.41,1.76
Iowa,"Cherokee County, IA",80.05,1.86
Iowa,"Chickasaw County, IA",81.28,1.63
Iowa,"Clarke County, IA",78.03,1.48
Iowa,"Clay County, IA",80.05,1.62
Iowa,"Clayton County, IA",79.7,1.39
Iowa,"Clinton County, IA",77.91,1.45
Iowa,"Crawford County, IA",78.38,0.91
Iowa,"Dallas County, IA",81.53,2.08
Iowa,"Davis County, IA",80.5,1.44
Iowa,"Decatur County, IA",78.73,1.8
Iowa,"Delaware County, IA",78.7,1.06
Iowa,"Des Moines County, IA",78.48,1.92
Iowa,"Dickinson County, IA",79.94,2.17
Iowa,"Dubuque County, IA",79.01,1.59
Iowa,"Emmet County, IA",77.8,1.33
Iowa,"Fayette County, IA",78.41,1.42
Iowa,"Floyd County, IA",79.7,1.83
Iowa,"Franklin County, IA",81.3,1.41
Iowa,"Fremont County, IA",77.5,1.35
Iowa,"Greene County, IA",78.42,1.76
Iowa,"Grundy County, IA",80.72,1.23
Iowa,"Guthrie County, IA",80.43,1.63
Iowa,"Hamilton County, IA",80.2,1.68
Iowa,"Hancock County, IA",79.62,1.84
Iowa,"Hardin County, IA",80.03,1.48
Iowa,"Harrison County, IA",77.16,1.64
Iowa,"Henry County, IA",79.76,1.55
Iowa,"Howard County, IA",78.57,1.1
Iowa,"Humboldt County, IA",81.15,2.16
Iowa,"Ida County, IA",79.3,1.41
Iowa,"Iowa County, IA",79.85,1.4
Iowa,"Jackson County, IA",78.68,1.36
Iowa,"Jasper County, IA",79.04,1.67
Iowa,"Jefferson County, IA",80.3,1.83
Iowa,"Johnson County, IA",82.14,2.42
Iowa,"Jones County, IA",80.84,1.78
Iowa,"Keokuk County, IA",79.78,1.82
Iowa,"Kossuth County, IA",79.75,1.65
Iowa,"Lee County, IA",76.93,1.67
Iowa,"Linn County, IA",79.33,1.78
Iowa,"Louisa County, IA",80.7,1.92
Iowa,"Lucas County, IA",77.3,1.61
Iowa,"Lyon County, IA",81.07,1.23
Iowa,"Madison County, IA",80.2,1.69
Iowa,"Mahaska County, IA",78.23,1.38
Iowa,"Marion County, IA",78.68,1.36
Iowa,"Marshall County, IA",79.04,1.77
Iowa,"Mills County, IA",76.28,1.58
Iowa,"Mitchell County, IA",81.1,1.26
Iowa,"Monona County, IA",75.6,1.69
Iowa,"Monroe County, IA",76.47,1.89
Iowa,"Montgomery County, IA",77.92,1.46
Iowa,"Muscatine County, IA",80.15,2.07
Iowa,"O'Brien County, IA",78.7,1.58
Iowa,"Osceola County, IA",82.1,2.08
Iowa,"Page County, IA",78.88,1.89
Iowa,"Palo Alto County, IA",78.4,1.6
Iowa,"Plymouth County, IA",80.75,1.49
Iowa,"Pocahontas County, IA",77.6,1.3
Iowa,"Polk County, IA",78.43,1.81
Iowa,"Pottawattamie County, IA",78.57,2.0
Iowa,"Poweshiek County, IA",79.04,1.51
Iowa,"Ringgold County, IA",75.7,1.15
Iowa,"Sac County, IA",79.65,1.83
Iowa,"Scott County, IA",78.37,1.91
Iowa,"Shelby County, IA",79.05,1.39
Iowa,"Sioux County, IA",82.17,1.79
Iowa,"Story County, IA",81.09,1.92
Iowa,"Tama County, IA",79.67,1.51
Iowa,"Taylor County, IA",78.83,1.3
Iowa,"Union County, IA",77.97,1.54
Iowa,"Van Buren County, IA",79.1,1.25
Iowa,"Wapello County, IA",77.31,1.87
Iowa,"Warren County, IA",79.72,1.76
Iowa,"Washington County, IA",79.9,1.31
Iowa,"Wayne County, IA",78.6,1.58
Iowa,"Webster County, IA",76.51,1.48
Iowa,"Winnebago County, IA",80.63,1.48
Iowa,"Winneshiek County, IA",82.04,1.37
Iowa,"Woodbury County, IA",77.47,1.84
Iowa,"Worth County, IA",78.8,1.35
Iowa,"Wright County, IA",79.14,1.8
Kansas,"Allen County, KS",75.96,1.48
Kansas,"Anderson County, KS",79.75,1.4
Kansas,"Atchison County, KS",76.95,1.63
Kansas,"Barber County, KS",76.35,1.47
Kansas,"Barton County, KS",78.41,2.08
Kansas,"Bourbon County, KS",75.78,1.6
Kansas,"Brown County, KS",76.97,1.31
Kansas,"Butler County, KS",77.58,1.58
Kansas,"Chase County, KS",78.9,1.46
Kansas,"Chautauqua County, KS",77.4,1.21
Kansas,"Cherokee County, KS",74.63,2.12
Kansas,"Cheyenne County, KS",81.4,1.39
Kansas,"Clark County, KS",86.6,2.55
Kansas,"Clay County, KS",78.15,1.53
Kansas,"Cloud County, KS",76.88,1.89
Kansas,"Coffey County, KS",77.03,1.54
Kansas,"Comanche County, KS",76.5,1.74
Kansas,"Cowley County, KS",76.38,1.78
Kansas,"Crawford County, KS",76.61,1.46
Kansas,"Decatur County, KS",78.1,1.5
Kansas,"Dickinson County, KS",77.98,1.59
Kansas,"Doniphan County, KS",80.4,1.64
Kansas,"Douglas County, KS",80.15,1.95
Kansas,"Edwards County, KS",78.3,1.98
Kansas,"Elk County, KS",77.5,1.48
Kansas,"Ellis County, KS",79.1,1.55
Kansas,"Ellsworth County, KS",77.45,1.36
Kansas,"Finney County, KS",77.98,2.36
Kansas,"Ford County, KS",79.94,2.03
Kansas,"Franklin County, KS",77.14,1.28
Kansas,"Geary County, KS",76.96,2.21
Kansas,"Gove County, KS",80.0,2.52
Kansas,"Graham County, KS",78.3,1.37
Kansas,"Grant County, KS",79.1,1.56
Kansas,"Gray County, KS",86.15,2.73
Kansas,"Greeley County, KS",77.2,2.65
Kansas,"Greenwood County, KS",76.1,2.08
Kansas,"Hamilton County, KS",78.2,1.68
Kansas,"Harper County, KS",75.63,1.77
Kansas,"Harvey County, KS",79.73,1.45
Kansas,"Haskell County, KS",88.6,2.34
Kansas,"Hodgeman County, KS",81.8,2.13
Kansas,"Jackson County, KS",79.43,1.41
Kansas,"Jefferson County, KS",77.85,1.41
Kansas,"Jewell County, KS",79.9,1.63
Kansas,"Johnson County, KS",80.72,1.92
Kansas,"Kearny County, KS",78.4,1.29
Kansas,"Kingman County, KS",78.77,1.74
Kansas,"Kiowa County, KS",80.8,1.54
Kansas,"Labette County, KS",75.15,1.8
Kansas,"Lane County, KS",79.8,1.56
Kansas,"Leavenworth County, KS",77.34,1.72
Kansas,"Lincoln County, KS",80.3,1.34
Kansas,"Linn County, KS",78.2,1.31
Kansas,"Logan County, KS",79.8,1.48
Kansas,"Lyon County, KS",78.09,2.01
Kansas,"Marion County, KS",78.1,1.14
Kansas,"Marshall County, KS",78.97,1.83
Kansas,"McPherson County, KS",78.97,1.45
Kansas,"Meade County, KS",80.7,1.78
Kansas,"Miami County, KS",79.7,2.14
Kansas,"Mitchell County, KS",77.9,1.35
Kansas,"Montgomery County, KS",75.72,1.86
Kansas,"Morris County, KS",78.35,1.54
Kansas,"Morton County, KS",85.3,1.56
Kansas,"Nemaha County, KS",79.43,1.12
Kansas,"Neosho County, KS",76.88,1.46
Kansas,"Ness County, KS",78.45,1.29
Kansas,"Norton County, KS",80.4,1.45
Kansas,"Osage County, KS",78.0,1.49
Kansas,"Osborne County, KS",76.8,1.22
Kansas,"Ottawa County, KS",77.25,1.02
Kansas,"Pawnee County, KS",77.15,1.97
Kansas,"Phillips County, KS",76.77,1.39
Kansas,"Pottawatomie County, KS",79.82,1.36
Kansas,"Pratt County, KS",76.6,1.59
Kansas,"Rawlins County, KS",80.9,1.62
Kansas,"Reno County, KS",76.81,1.8
Kansas,"Republic County, KS",78.9,2.38
Kansas,"Rice County, KS",76.63,1.24
Kansas,"Riley County, KS",80.89,1.9
Kansas,"Rooks County, KS",78.0,1.66
Kansas,"Rush County, KS",79.65,2.18
Kansas,"Russell County, KS",79.7,1.44
Kansas,"Saline County, KS",78.03,1.67
Kansas,"Scott County, KS",78.5,0.9
Kansas,"Sedgwick County, KS",76.98,1.86
Kansas,"Seward County, KS",79.68,1.99
Kansas,"Shawnee County, KS",77.51,1.76
Kansas,"Sheridan County, KS",77.9,0.85
Kansas,"Sherman County, KS",78.6,1.29
Kansas,"Smith County, KS",77.65,1.79
Kansas,"Stafford County, KS",76.4,1.47
Kansas,"Stanton County, KS",87.9,3.06
Kansas,"Stevens County, KS",79.75,2.0
Kansas,"Sumner County, KS",76.98,1.34
Kansas,"Thomas County, KS",81.75,2.22
Kansas,"Trego County, KS",76.0,1.3
Kansas,"Wabaunsee County, KS",79.2,1.28
Kansas,"Wallace County, KS",81.6,1.77
Kansas,"Washington County, KS",80.45,1.38
Kansas,"Wichita County, KS",78.1,1.97
Kansas,"Wilson County, KS",74.8,1.78
Kansas,"Woodson County, KS",73.5,2.01
Kansas,"Wyandotte County, KS",75.17,2.14
Kentucky,"Adair County, KY",76.01,1.79
Kentucky,"Allen County, KY",74.53,1.62
Kentucky,"Anderson County, KY",75.86,1.6
Kentucky,"Ballard County, KY",75.9,1.77
Kentucky,"Barren County, KY",75.76,1.4
Kentucky,"Bath County, KY",74.47,1.8
Kentucky,"Bell County, KY",74.21,1.91
Kentucky,"Boone County, KY",78.43,1.81
Kentucky,"Bourbon County, KY",76.98,1.41
Kentucky,"Boyd County, KY",74.5,1.59
Kentucky,"Boyle County, KY",76.51,1.63
Kentucky,"Bracken County, KY",74.23,1.78
Kentucky,"Breathitt County, KY",70.16,2.5
Kentucky,"Breckinridge County, KY",74.87,1.77
Kentucky,"Bullitt County, KY",77.06,1.98
Kentucky,"Butler County, KY",75.36,1.83
Kentucky,"Caldwell County, KY",76.47,1.73
Kentucky,"Calloway County, KY",75.85,1.54
Kentucky,"Campbell County, KY",76.29,1.72
Kentucky,"Carlisle County, KY",77.13,2.14
Kentucky,"Carroll County, KY",73.83,1.45
Kentucky,"Carter County, KY",75.29,1.72
Kentucky,"Casey County, KY",75.16,1.89
Kentucky,"Christian County, KY",75.24,1.75
Kentucky,"Clark County, KY",74.73,1.42
Kentucky,"Clay County, KY",72.38,1.65
Kentucky,"Clinton County, KY",73.67,1.29
Kentucky,"Crittenden County, KY",75.47,1.77
Kentucky,"Cumberland County, KY",74.1,1.62
Kentucky,"Daviess County, KY",76.6,1.52
Kentucky,"Edmonson County, KY",75.3,1.28
Kentucky,"Elliott County, KY",76.1,1.4
Kentucky,"Estill County, KY",71.35,1.67
Kentucky,"Fayette County, KY",77.59,1.9
Kentucky,"Fleming County, KY",74.03,1.4
Kentucky,"Floyd County, KY",73.03,1.79
Kentucky,"Franklin County, KY",75.85,1.65
Kentucky,"Fulton County, KY",73.85,1.22
Kentucky,"Gallatin County, KY",73.0,1.46
Kentucky,"Garrard County, KY",76.62,1.65
Kentucky,"Grant County, KY",74.55,1.38
Kentucky,"Graves County, KY",76.6,1.59
Kentucky,"Grayson County, KY",73.9,1.64
Kentucky,"Green County, KY",75.2,1.56
Kentucky,"Greenup County, KY",75.9,1.49
Kentucky,"Hancock County, KY",77.6,1.88
Kentucky,"Hardin County, KY",76.44,1.78
Kentucky,"Harlan County, KY",73.11,1.68
Kentucky,"Harrison County, KY",74.95,1.88
Kentucky,"Hart County, KY",74.24,1.59
Kentucky,"Henderson County, KY",74.97,1.61
Kentucky,"Henry County, KY",75.64,1.45
Kentucky,"Hickman County, KY",74.7,0.61
Kentucky,"Hopkins County, KY",73.92,1.53
Kentucky,"Jackson County, KY",72.67,1.69
Kentucky,"Jefferson County, KY",76.06,1.78
Kentucky,"Jessamine County, KY",76.96,1.55
Kentucky,"Johnson County, KY",74.05,1.85
Kentucky,"Kenton County, KY",75.19,1.86
Kentucky,"Knott County, KY",73.84,1.54
Kentucky,"Knox County, KY",73.47,2.2
Kentucky,"Larue County, KY",74.68,1.41
Kentucky,"Laurel County, KY",75.09,1.69
Kentucky,"Lawrence County, KY",73.26,1.61
Kentucky,"Lee County, KY",72.67,1.53
Kentucky,"Leslie County, KY",74.03,2.22
Kentucky,"Letcher County, KY",72.87,1.57
Kentucky,"Lewis County, KY",75.72,1.79
Kentucky,"Lincoln County, KY",73.26,1.65
Kentucky,"Livingston County, KY",75.0,1.21
Kentucky,"Logan County, KY",75.17,1.4
Kentucky,"Lyon County, KY",77.1,1.78
Kentucky,"Madison County, KY",76.14,1.71
Kentucky,"Magoffin County, KY",72.77,1.42
Kentucky,"Marion County, KY",76.27,1.9
Kentucky,"Marshall County, KY",75.75,1.4
Kentucky,"Martin County, KY",74.65,1.29
Kentucky,"Mason County, KY",75.24,1.62
Kentucky,"McCracken County, KY",74.85,1.59
Kentucky,"McCreary County, KY",72.97,1.57
Kentucky,"McLean County, KY",79.47,1.74
Kentucky,"Meade County, KY",74.15,1.83
Kentucky,"Menifee County, KY",75.15,1.81
Kentucky,"Mercer County, KY",76.68,1.46
Kentucky,"Metcalfe County, KY",74.73,1.41
Kentucky,"Monroe County, KY",72.2,1.4
Kentucky,"Montgomery County, KY",76.15,1.59
Kentucky,"Morgan County, KY",73.98,1.79
Kentucky,"Muhlenberg County, KY",74.22,1.53
Kentucky,"Nelson County, KY",75.84,1.5
Kentucky,"Nicholas County, KY",73.25,1.42
Kentucky,"Ohio County, KY",75.03,1.73
Kentucky,"Oldham County, KY",79.81,2.1
Kentucky,"Owen County, KY",75.37,1.67
Kentucky,"Owsley County, KY",71.9,1.78
Kentucky,"Pendleton County, KY",75.03,1.46
Kentucky,"Perry County, KY",71.94,1.88
Kentucky,"Pike County, KY",72.68,1.91
Kentucky,"Powell County, KY",70.75,1.07
Kentucky,"Pulaski County, KY",74.78,1.52
Kentucky,"Robertson County, KY",72.5,1.58
Kentucky,"Rockcastle County, KY",72.9,1.46
Kentucky,"Rowan County, KY",75.28,1.41
Kentucky,"Russell County, KY",74.3,1.48
Kentucky,"Scott County, KY",77.77,2.13
Kentucky,"Shelby County, KY",78.31,1.69
Kentucky,"Simpson County, KY",75.6,1.51
Kentucky,"Spencer County, KY",76.8,1.77
Kentucky,"Taylor County, KY",75.94,1.87
Kentucky,"Todd County, KY",76.68,2.08
Kentucky,"Trigg County, KY",76.1,1.39
Kentucky,"Trimble County, KY",75.05,1.58
Kentucky,"Union County, KY",75.75,1.91
Kentucky,"Warren County, KY",76.58,1.7
Kentucky,"Washington County, KY",76.77,1.49
Kentucky,"Wayne County, KY",76.26,2.0
Kentucky,"Webster County, KY",74.8,1.38
Kentucky,"Whitley County, KY",71.67,1.59
Kentucky,"Wolfe County, KY",75.45,1.61
Kentucky,"Woodford County, KY",77.31,1.95
Louisiana,"Acadia Parish, LA",74.45,1.4
Louisiana,"Allen Parish, LA",76.2,1.61
Louisiana,"Ascension Parish, LA",78.4,2.0
Louisiana,"Assumption Parish, LA",76.75,2.17
Louisiana,"Avoyelles Parish, LA",74.69,1.66
Louisiana,"Beauregard Parish, LA",75.0,1.25
Louisiana,"Bienville Parish, LA",74.04,1.56
Louisiana,"Bossier Parish, LA",76.19,1.66
Louisiana,"Caddo Parish, LA",74.32,1.71
Louisiana,"Calcasieu Parish, LA",74.5,1.69
Louisiana,"Caldwell Parish, LA",74.33,1.97
Louisiana,Cameron Parish,,
Louisiana,"Cameron Parish, LA",78.25,1.33
Louisiana,"Catahoula Parish, LA",72.87,1.49
Louisiana,"Claiborne Parish, LA",75.7,1.67
Louisiana,"Concordia Parish, LA",73.16,1.63
Louisiana,"De Soto Parish, LA",73.81,1.72
Louisiana,"East Baton Rouge Parish, LA",74.97,1.83
Louisiana,"East Carroll Parish, LA",69.05,1.93
Louisiana,"East Feliciana Parish, LA",76.0,1.34
Louisiana,"Evangeline Parish, LA",75.2,2.07
Louisiana,"Franklin Parish, LA",73.73,1.73
Louisiana,"Grant Parish, LA",74.34,1.59
Louisiana,Iberia Parish,,
Louisiana,"Iberia Parish, LA",75.11,1.53
Louisiana,"Iberville Parish, LA",74.03,1.51
Louisiana,"Jackson Parish, LA",75.28,1.34
Louisiana,"Jefferson Davis Parish, LA",74.76,1.45
Louisiana,Jefferson Parish,,
Louisiana,"Jefferson Parish, LA",76.31,1.89
Louisiana,"La Salle Parish, LA",77.8,1.55
Louisiana,"Lafayette Parish, LA",77.77,1.79
Louisiana,Lafourche Parish,,
Louisiana,"Lafourche Parish, LA",75.56,1.74
Louisiana,"Lincoln Parish, LA",77.3,1.73
Louisiana,"Livingston Parish, LA",76.04,1.62
Louisiana,"Madison Parish, LA",71.4,1.89
Louisiana,"Morehouse Parish, LA",71.69,1.85
Louisiana,"Natchitoches Parish, LA",76.18,1.92
Louisiana,Orleans Parish,,
Louisiana,"Orleans Parish, LA",75.26,2.33
Louisiana,"Ouachita Parish, LA",74.53,1.96
Louisiana,Plaquemines Parish,,
Louisiana,"Plaquemines Parish, LA",74.32,2.16
Louisiana,"Pointe Coupee Parish, LA",76.93,1.98
Louisiana,"Rapides Parish, LA",74.89,1.73
Louisiana,"Red River Parish, LA",74.3,1.27
Louisiana,"Richland Parish, LA",74.48,1.63
Louisiana,"Sabine Parish, LA",75.07,1.58
Louisiana,St. Bernard Parish,,
Louisiana,"St. Bernard Parish, LA",74.59,2.03
Louisiana,"St. Charles Parish, LA",76.86,1.89
Louisiana,"St. Helena Parish, LA",74.75,1.62
