,LifeExpectancy
327,77.66666666666667
328,78.65041718026617
329,75.17890954097132
330,77.22364890490658
331,80.92624334064809
332,75.0507889289331
333,77.97777777777777
334,76.87736678679931
335,75.8704958047723
336,75.37287966299981
337,78.93899687116165
338,76.35315571573241
339,75.62222222222222
340,77.36
341,76.42973357359861
342,76.9523667867993
343,75.10000000000001
344,79.53333333333335
345,78.31563816388531
346,76.41216301635525
347,77.55695809588107
348,77.66610807818022
349,74.5
350,79.50122156738028
351,74.72727272727273
352,76.9523667867993
353,77.75473357359863
354,77.81334528099976
355,78.61732623690487
356,77.69417850910543
357,75.60189342943946
358,75.85
359,76.14
360,78.9537637434935
361,75.85690800515516
362,81.1485371037774
363,80.37340581923368
364,79.20828396397367
365,78.22380516516901
366,78.04993804037177
367,77.36903345346597
368,78.42497781956304
369,78.99186024464342
370,80.04580717309781
371,76.63282694097867
372,77.73456483215573
373,77.31406668850897
374,74.74173336159983
375,77.32765131901517
376,79.99823726379748
377,79.6693752329114
378,79.945749687258
379,77.75375409543099
380,76.88769842265162
381,75.74285714285715
382,76.52189342943946
383,73.43333333333334
384,77.13934389758575
385,76.90189342943945
386,78.1507889289331
387,74.68706673531389
388,74.90189342943945
389,74.56666666666666
390,72.83333333333333
391,77.1
392,75.04444444444444
393,76.225
394,75.33941484151096
395,76.18729780981315
396,73.28
397,75.36824452453287
398,74.00789399399969
399,75.53333333333335
400,75.06666666666666
401,74.64
402,76.75984775634207
403,76.28570012013265
404,74.58491119119954
405,75.8
406,77.1
407,76.92076376741743
408,75.39999999999999
409,75.21820394983513
410,76.4909090909091
411,76.6
412,76.58907785786622
413,77.32757371775779
414,73.8015778578662
415,79.05457439593826
416,77.65522676277278
417,72.2
418,75.86951474355155
419,73.0
420,79.29935894094636
421,73.73438523857746
422,75.31
423,78.37594671471973
424,74.15
425,77.39547335735986
426,75.63333333333333
427,74.95
428,76.275
429,77.03333333333333
430,77.81365431583964
431,74.35714285714286
432,76.0515778578662
433,79.93333333333334
434,74.64849878322953
435,76.285
436,74.02000000000001
437,74.55000000000001
438,76.24
439,73.7
440,73.10000000000001
441,76.60000000000001
442,76.32189342943944
443,79.775
444,75.765
445,79.60105190524413
446,74.44
447,77.55930205971707
448,79.2
449,77.0
450,77.30059169669983
451,76.44444444444444
452,76.5
453,76.83127632777064
454,78.93673871110757
455,78.275
456,78.12274817484429
457,77.25
458,73.22
459,80.44189342943945
460,77.02000000000001
461,75.16666666666667
462,77.57275737177578
463,77.1743246585738
464,76.2
465,75.85454545454546
466,75.36666666666667
467,73.60000000000001
468,76.12736678679931
469,73.75
470,76.2
471,75.13333333333334
472,74.5
473,76.75
474,74.04688208824595
475,77.86189342943945
476,76.74982238239907
477,76.35
478,77.06982238239908
479,75.692
480,77.4
481,77.25236678679931
482,75.3
483,76.45
484,74.03999999999999
485,77.74378685887889
486,74.125
487,76.23333333333333
488,75.2
489,77.03999999999999
490,77.33333333333333
491,76.66
492,74.6625
493,74.85561010822616
494,75.76153846153846
495,80.83333333333333
496,76.2
497,77.36991586534694
498,76.00157785786621
499,77.26666666666667
500,75.05
501,77.175
502,73.72857142857143
503,74.73333333333333
504,76.7837868588789
505,77.7
506,78.76
507,75.15
508,74.30120857198263
509,77.67333333333333
510,77.1
511,75.17999999999999
512,73.7
513,73.55833333333334
514,73.74
515,76.75
516,75.9
517,75.90315571573241
518,75.6
519,74.5
520,74.53333333333333
521,78.7
522,74.175
523,75.32727272727273
524,75.92222222222222
525,74.36666666666666
526,79.63333333333334
527,76.6
528,75.91428571428571
529,74.9
530,74.55
531,77.88648904906574
532,73.07142857142857
533,75.41538461538461
534,76.55333333333333
535,72.66666666666667
536,71.80000000000001
537,77.34
538,74.58333333333333
539,77.55
540,77.3
541,78.28
542,77.59444444444445
543,73.275
544,75.55
545,74.2
546,74.3
547,79.90721883004706
548,80.80483067986839
549,78.30946714719724
550,82.6557256315286
551,80.54335094042068
552,79.91525423728814
553,79.0
554,77.17899402676314
555,81.0
556,75.6
557,78.77499999999999
558,82.15
559,81.6
560,78.9
561,78.79523809523809
562,80.65
563,78.3
564,78.7
565,78.08620689655173
566,77.94999999999999
567,78.66666666666667
568,78.30946714719724
569,76.85
570,87.7
571,77.96189342943944
572,80.6
573,79.10000000000001
574,77.46666666666667
575,78.0
576,79.52189342943944
577,80.725
578,78.46
579,79.31275737177577
580,80.3
581,79.13333333333334
582,80.66982238239909
583,79.1
584,79.16666666666667
585,79.32
586,78.24094671471973
587,81.1
588,80.76666666666667
589,79.0
590,79.9
591,80.96666666666667
592,85.4
593,77.42210479622838
594,81.5
595,78.53333333333333
596,77.45555555555556
597,74.475
598,77.675
599,78.34285714285714
600,75.65
601,80.35094671471973
602,82.15
603,78.25
604,76.8
605,79.68548225994368
606,76.42999999999999
607,76.575
608,76.125
609,79.8375
610,77.39324452453288
611,77.87166534534987
612,77.0
613,78.26666666666667
614,78.02000000000001
615,80.04375877592355
616,79.26
617,81.05537472917756
618,76.76
619,78.7
620,77.6375
621,79.02992387817103
622,77.84189342943945
623,75.5507889289331
624,77.8007889289331
625,73.69999999999999
626,76.92
627,78.4
628,77.46666666666667
629,81.54285714285713
630,78.0
631,80.46666666666667
632,78.75384615384615
633,77.76666666666667
634,76.71563816388532
635,78.63333333333333
636,75.98181818181818
637,77.08333333333333
638,79.8015778578662
639,77.65236678679932
640,80.21364554017553
641,77.48965517241379
642,79.9
643,76.40059169669982
644,77.35357142857143
645,80.04613077025435
646,72.38
647,78.0
648,77.33
649,77.175
650,76.38235294117646
651,77.48534362670748
652,76.46572896962618
653,75.625
654,76.72
655,75.95
656,74.775
657,78.53094671471972
658,79.52518206052302
659,78.53843261408727
660,78.93333333333334
661,78.975
662,79.96666666666667
663,76.0375
664,77.64
665,77.65
666,79.36363636363636
667,76.68333333333334
668,77.28333333333333
669,79.575
670,79.28
671,78.5
672,75.2
673,81.80000000000001
674,78.22222222222223
675,77.84
676,78.02773667867993
677,74.14444444444445
678,77.00035725083764
679,79.03333333333333
680,79.69999999999999
681,80.18333333333334
682,76.01729780981314
683,80.65
684,79.88461538461539
685,78.68333333333334
686,76.74
687,75.10833333333333
688,78.725
689,79.2
690,78.725
691,78.66
692,75.06
693,78.13333333333334
694,78.486931616884
695,76.51333333333334
696,76.35868745836876
697,79.43333333333334
698,80.10000000000001
699,77.35862918168324
700,78.2739644764798
701,77.56666666666666
702,75.625
703,79.08000000000001
704,77.85
705,79.57278102102818
706,78.28181818181818
707,75.32692307692308
708,78.21666666666667
709,77.5375
710,76.5
711,76.97142857142856
712,77.97777777777777
713,78.52000000000001
714,79.31666666666666
715,76.0285600961061
716,78.98571428571428
717,78.62804075408881
718,74.82857142857142
719,76.185
720,77.12
721,78.76
722,76.8
723,78.55714285714285
724,75.1875
725,76.53333333333333
726,80.83918978055364
727,77.76
728,78.06666666666668
729,79.58095238095238
730,76.63846153846154
731,75.985
732,77.57777777777778
733,76.05
734,77.1625
735,76.47142857142856
736,75.57142857142857
737,77.66666666666667
738,77.71406668850896
739,75.64
740,77.94736842105263
741,79.2125
742,75.64860231542059
743,75.30548589606768
744,74.78
745,75.31376938235668
746,75.23500896074982
747,78.94166666666666
748,78.36666666666666
749,76.33
750,78.70566894121218
751,78.44444444444444
752,76.26923076923077
753,76.55
754,77.9
755,78.35
756,77.01666666666667
757,76.94
758,78.425
759,75.96000000000001
760,80.925
761,77.75901017381776
762,77.88571428571429
763,77.05
764,77.75714285714285
765,78.38868339339966
766,78.21666666666667
767,77.74
768,73.47999999999999
769,77.71094671471973
770,80.74
771,76.58063114314648
772,73.91428571428571
773,78.53438523857747
774,77.92
775,75.39999999999999
776,78.44748115900497
777,77.95
778,77.94999999999999
779,75.56588574370596
780,77.42
781,74.74642857142858
782,76.5625
783,80.85
784,79.33636363636364
785,74.98333333333333
786,76.08235294117648
787,80.24285714285715
788,78.625
789,80.62857142857142
790,78.13333333333333
791,78.1
792,79.88
793,76.86
794,77.5
795,80.77142857142857
796,77.99047022602076
797,80.45714285714287
798,81.0375
799,79.06666666666666
800,80.11666666666666
801,79.53999999999999
802,78.725
803,80.13333333333334
804,77.62
805,82.17999999999999
806,80.21904246792703
807,80.05
808,81.275
809,78.03333333333333
810,80.05
811,79.7
812,77.90833333333333
813,78.38
814,81.52666666666667
815,80.5
816,78.73333333333333
817,78.7
818,78.48181818181818
819,79.94
820,79.0076923076923
821,77.8
822,78.41428571428571
823,79.7
824,81.3
825,77.5
826,78.425
827,80.725
828,80.43333333333334
829,80.2
830,79.625
831,80.03333333333333
832,77.16
833,79.75999999999999
834,78.56666666666666
835,81.15
836,79.3
837,79.85
838,78.68333333333332
839,79.04444444444444
840,79.80236678679931
841,81.34363898899943
842,80.84
843,79.775
844,79.75
845,76.92727272727274
846,79.30687704771549
847,80.7
848,77.30000000000001
849,81.06666666666666
850,80.2
851,78.22857142857143
852,78.675
853,79.03999999999999
854,76.68189342943944
855,81.10000000000001
856,75.6
857,76.46666666666665
858,77.925
859,80.15
860,78.7
861,82.1
862,78.88333333333334
863,78.4
864,80.75
865,77.60000000000001
866,78.42506941717534
867,78.57333333333332
868,79.03999999999999
869,75.69999999999999
870,79.65
871,78.36808510638298
872,79.05
873,82.17142857142858
874,80.11831350151904
875,79.66666666666667
876,78.83333333333333
877,77.975
878,79.1
879,77.30909090909091
880,79.71666666666667
881,79.9
882,78.60000000000001
883,76.50833333333334
884,80.63333333333333
885,82.03999999999999
886,77.50036412104605
887,78.8
888,79.14
889,75.96
890,79.75
891,76.95
892,76.35
893,78.4125
894,75.78
895,76.96666666666665
896,77.57692307692308
897,78.9
898,77.4
899,74.63333333333334
900,81.4
901,86.6
902,78.15
903,76.875
904,77.03333333333335
905,76.5
906,76.38181818181819
907,76.60909090909091
908,78.1
909,77.98333333333333
910,80.39999999999999
911,79.97813337701793
912,78.3
913,77.5
914,79.10000000000001
915,77.45
916,78.03491119119954
917,79.94285714285715
918,77.14000000000001
919,77.12618339339966
920,80.0
921,78.30000000000001
922,79.1
923,86.15
924,77.2
925,76.10000000000001
926,78.2
927,75.63333333333334
928,79.73333333333333
929,88.6
930,81.8
931,79.43333333333332
932,77.85
933,79.10473357359862
934,80.45871184662124
935,78.4
936,78.76666666666667
937,80.8
938,75.15
939,79.8
940,77.45743339339965
941,80.3
942,78.2
943,79.8
944,78.0875
945,78.10000000000001
946,78.975
947,78.97142857142856
948,80.69999999999999
949,79.52618339339965
950,77.9
951,75.72307692307693
952,78.35
953,85.3
954,79.43333333333334
955,76.88
956,78.45
957,80.4
958,78.0
959,76.8
960,77.25
961,77.15
962,76.76666666666667
963,79.825
964,76.60000000000001
965,80.9
966,76.80588235294118
967,78.89999999999999
968,76.63333333333334
969,79.96766683828473
970,78.0
971,79.65
972,79.69999999999999
973,78.03333333333333
974,78.5
975,77.00990646323864
976,79.40189342943945
977,77.51162790697674
978,77.9
979,78.6
980,77.65
981,76.4
982,87.9
983,79.75
984,76.98333333333333
985,81.75
986,76.0
987,79.19999999999999
988,81.6
989,80.44999999999999
990,78.1
991,74.8
992,73.5
993,75.83917153154226
994,76.01428571428572
995,74.53333333333333
996,75.86
997,75.89999999999999
998,75.76
999,74.46666666666667
1000,74.21111111111111
1001,78.42770305214533
1002,77.20157785786621
1003,74.79303593439978
1004,76.51428571428572
1005,74.23333333333333
1006,70.15714285714286
1007,74.86666666666666
1008,77.34099269937717
1009,75.36
1010,76.46666666666667
1011,76.12327412746636
1012,76.3723786858879
1013,77.13333333333334
1014,73.83333333333333
1015,75.28571428571429
1016,75.16
1017,76.04985977557821
1018,74.72999999999999
1019,74.35315571573241
1020,73.66666666666667
1021,75.475
1022,74.1
1023,76.6743246585738
1024,76.05236678679931
1025,76.1
1026,71.35
1027,77.67920331063381
1028,74.025
1029,73.03
1030,75.84545454545454
1031,73.85
1032,73.0
1033,76.625
1034,74.55
1035,76.6
1036,73.89999999999999
1037,75.19999999999999
1038,76.43543714382162
1039,77.60000000000001
1040,76.69674552007235
1041,73.10909090909091
1042,75.62189342943944
1043,74.24
1044,74.97272727272728
1045,75.64
1046,74.7
1047,73.91666666666667
1048,72.66666666666667
1049,76.16746180274751
1050,77.11216301635525
1051,74.05
1052,75.19268292682926
1053,73.84
1054,73.475
1055,74.675
1056,75.58607186879956
1057,73.26
1058,72.66666666666667
1059,74.03333333333335
1060,72.87142857142858
1061,75.725
1062,74.10157785786622
1063,75.0
1064,75.16666666666667
1065,77.50315571573242
1066,76.36941759444181
1067,74.1523667867993
1068,76.26666666666667
1069,75.75
1070,75.86982238239908
1071,75.24
1072,74.84705882352942
1073,74.30236678679931
1074,79.46666666666667
1075,75.18986678679931
1076,75.15
1077,76.67999999999999
1078,74.73333333333333
1079,72.19999999999999
1080,76.14999999999999
1081,73.97999999999999
1082,74.22222222222223
1083,75.84444444444445
1084,73.25
1085,75.50135244959961
1086,79.59420959245675
1087,75.36666666666667
1088,71.9
1089,75.03333333333335
1090,71.9375
1091,72.67894736842106
1092,70.75
1093,75.0363905105141
1094,72.5
1095,72.9
1096,75.275
1097,74.3
1098,77.88774296011368
1099,78.3111111111111
1100,75.6
1101,76.8
1102,75.94
1103,76.675
1104,77.42568028831835
1105,75.05000000000001
1106,75.75
1107,76.8640778578662
1108,76.76666666666667
1109,76.26
1110,74.80000000000001
1111,72.50118339339966
1112,75.45
1113,77.3125
1114,74.76745559559977
1115,76.2
1116,78.39353336765694
1117,76.75
1118,75.08994079413303
1119,75.0
1120,74.03999999999999
1121,76.28224850669079
1122,74.50356877252487
1123,74.75973639639982
1124,74.33333333333333
1125,78.26982238239908
1126,72.86666666666666
1127,75.7
1128,73.16
1129,73.81428571428572
1130,75.36526237629532
1131,72.13648904906574
1132,76.0
1133,75.2
1134,73.73333333333333
1135,74.34
1136,75.51368339339966
1137,74.02857142857144
1138,75.28
1139,74.75714285714285
1140,76.45500160885649
1141,77.8
1142,77.84550704379495
1143,75.90118339339965
1144,77.40094671471972
1145,76.30699613496438
1146,71.4
1147,71.6875
1148,76.41216301635524
1149,75.7756159006549
1150,74.62523667867993
1151,75.64760016017686
1152,76.93333333333334
1153,75.20389095277551
1154,74.3
1155,74.48333333333333
1156,75.07142857142857
1157,75.41877047715495
1158,76.96995901132286
1159,74.75
1160,76.51428571428572
1161,74.99090909090908
1162,74.67368421052632
1163,75.46363636363637
1164,74.25938042042337
1165,77.6755194357206
1166,74.69500000000001
1167,79.60315571573241
1168,74.98722428610884
1169,73.68333333333334
1170,76.59303593439978
1171,77.15315571573241
1172,73.67358792247248
1173,75.08181818181818
1174,76.62
1175,75.46666666666667
1176,77.53648904906574
1177,73.95
1178,77.12992387817103
1179,77.85574452453288
1180,79.78229262337861
1181,78.20210381048827
1182,79.67882968302192
1183,77.86865811101909
1184,78.70258194923561
1185,78.80284014415918
1186,78.74396092564625
1187,77.41313344824282
1188,77.24105018019897
1189,79.53543714382161
1190,76.96049420244657
1191,78.8875
1192,76.62992387817103
1193,78.9237984677458
1194,76.32173913043479
1195,78.82357844931026
1196,78.09025049423535
1197,73.56644671471972
1198,80.61102458669458
1199,75.83333333333333
1200,78.48182808282098
1201,76.76365616564196
1202,79.58125594498047
1203,77.68094671471972
1204,79.95456395805888
1205,78.01428571428572
1206,78.75889127865234
1207,81.64562667540358
1208,78.76824452453288
1209,82.68484654515329
1210,79.50169912224564
1211,78.98774296011369
1212,75.72736678679931
1213,80.47882968302191
1214,80.0008606497452
1215,76.35713754504974
1216,76.9421052631579
1217,77.9781412612701
1218,80.20450531374006
1219,80.20280684992814
1220,78.48284022689515
1221,80.68189342943944
1222,80.5358151447165
1223,80.87777777777778
1224,78.60503819703295
1225,80.97684083417724
1226,81.55293251591435
1227,80.66982238239908
1228,81.4147610330338
1229,79.82451224928295
1230,79.38468171509021
1231,79.6857953655999
1232,77.08648904906575
1233,80.47736678679931
1234,79.47675737177578
1235,77.36094671471972
1236,79.85118339339965
1237,77.37413347062777
1238,76.90315571573241
1239,79.36363636363636
1240,77.07072100545174
1241,78.63491119119954
1242,76.89222314886518
1243,77.19166666666666
1244,76.37228036652293
1245,77.87272727272727
1246,79.16563816388532
1247,79.0677185719108
1248,78.14045848349915
1249,75.47358792247248
1250,79.75540610429066
1251,78.22189342943945
1252,79.63222571495342
1253,79.89999999999999
1254,78.79319525525705
1255,79.67988158826604
1256,75.56269928065929
1257,76.4
1258,77.52618339339965
1259,79.86526277336455
1260,78.13094671471973
1261,77.63333333333334
1262,78.68491119119953
1263,77.96372318781475
1264,78.03567090054253
1265,78.51611285747671
1266,76.50189342943945
1267,81.36
1268,78.4145956196263
1269,77.15024913545255
1270,78.87276027606993
1271,76.74
1272,79.6152135604374
1273,79.77297809813149
1274,78.35
1275,78.01745559559977
1276,81.43127632777065
1277,77.94782608695652
1278,79.27111259981622
1279,79.90473357359862
1280,81.33491119119954
1281,77.19088973692887
1282,77.88189342943944
1283,78.87313605766367
1284,78.00105190524414
1285,77.8926303903995
1286,81.68868339339966
1287,79.84210526315789
1288,78.1
1289,77.13357608069737
1290,78.68461538461538
1291,76.56
1292,76.98859225923714
1293,78.05454545454546
1294,78.93619094692532
1295,79.00236678679931
1296,75.97142857142856
1297,80.05236678679931
1298,78.3
1299,76.5
1300,78.46666666666667
1301,80.82274817484429
1302,77.88706673531388
1303,76.71189342943946
1304,76.40892857142856
1305,78.7007282420921
1306,79.2773667867993
1307,77.36470588235295
1308,76.30456802883184
1309,76.62941176470588
1310,78.22210479622836
1311,78.31309169669983
1312,79.33289342943945
1313,74.80919917036964
1314,77.0875
1315,79.48333333333333
1316,80.0079132877492
1317,80.35
1318,78.71000000000001
1319,79.71111111111111
1320,78.23333333333333
1321,80.24434169669983
1322,81.3125
1323,77.81428571428572
1324,81.94310180496812
1325,79.76
1326,80.075
1327,80.28
1328,79.89230769230768
1329,79.16666666666667
1330,80.36982238239908
1331,80.0
1332,80.225
1333,80.55839300774723
1334,81.67999999999999
1335,81.73333333333333
1336,81.2
1337,82.53333333333333
1338,81.61
1339,80.83
1340,84.9
1341,80.15229658421381
1342,82.88
1343,82.17142857142858
1344,80.9125
1345,79.89090909090909
1346,84.75
1347,80.225
1348,81.425
1349,79.95
1350,78.75
1351,79.16666666666667
1352,79.35236678679931
1353,83.35
1354,81.35000000000001
1355,81.3
1356,80.02857142857142
1357,77.19999999999999
1358,85.35
1359,81.3
1360,82.18571428571428
1361,80.66666666666667
1362,77.42857142857143
1363,81.975
1364,80.72727272727273
1365,81.39999999999999
1366,81.60000000000001
1367,82.08333333333333
1368,78.16666666666667
1369,81.3
1370,80.97647058823529
1371,80.02000000000001
1372,79.6875
1373,80.06
1374,78.39
1375,82.45
1376,79.47128664255752
1377,80.80000000000001
1378,80.68333333333334
1379,78.61666666666666
1380,81.32307692307693
1381,78.73333333333333
1382,82.32000000000001
1383,80.80952380952381
1384,80.73636363636363
1385,80.825
1386,78.2532279109012
1387,81.67306669980671
1388,82.6125
1389,83.66666666666667
1390,83.67500000000001
1391,81.5125
1392,78.0
1393,82.25
1394,77.86666666666667
1395,81.1
1396,81.70637868588788
1397,81.76666666666667
1398,80.4
1399,80.65094671471972
1400,81.05938042042337
1401,80.825
1402,73.14444444444445
1403,74.47278102102817
1404,77.89999999999999
1405,76.88333333333334
1406,73.0
1407,74.7375
1408,75.97999999999999
1409,76.35
1410,76.225
1411,73.8
1412,74.60000000000001
1413,73.075
1414,75.22189342943946
1415,74.41428571428571
1416,74.0
1417,74.9
1418,76.73030303030303
1419,74.20055689101162
1420,74.69999999999999
1421,74.8
1422,73.05
1423,73.28
1424,76.52618339339965
1425,74.68819136702572
1426,75.33184169669983
1427,73.62
1428,77.06666666666666
1429,72.2
1430,74.96000000000001
1431,75.67059778399953
1432,74.575
1433,76.15
1434,74.46666666666667
1435,75.48639051051408
1436,75.85
1437,77.92094671471973
1438,76.3125
1439,74.63734037616827
1440,73.63333333333333
1441,73.94
1442,77.42155090248407
1443,72.6875
1444,73.26666666666667
1445,76.22210479622836
1446,78.76711748319987
1447,71.64999999999999
1448,74.73491119119954
1449,75.8111111111111
1450,73.03333333333335
1451,72.68571428571428
1452,73.56
1453,76.89999999999999
1454,77.5625
1455,73.26666666666667
1456,74.5
1457,74.16666666666667
1458,73.05
1459,77.86824452453287
1460,76.46000000000001
1461,72.10000000000001
1462,77.78253338672563
1463,74.11666666666666
1464,73.45
1465,74.78189342943945
1466,79.2
1467,74.10000000000001
1468,73.60000000000001
1469,70.85
1470,75.5
1471,73.55
1472,74.6523667867993
1473,74.60315571573241
1474,76.01666666666667
1475,73.10000000000001
1476,74.21666666666667
1477,72.26842105263158
1478,74.625
1479,75.10000000000001
1480,74.4
1481,75.5
1482,73.26666666666667
1483,73.5
1484,77.88841918491349
1485,79.675
1486,76.94999999999999
1487,77.12857142857142
1488,76.77142857142857
1489,77.60000000000001
1490,78.9
1491,75.61666666666666
1492,73.9
1493,79.23988975459254
1494,75.324
1495,72.56
1496,75.6
1497,77.5875
1498,79.50909090909092
1499,77.60743339339966
1500,77.36666666666666
1501,75.94999999999999
1502,78.03547335735986
1503,74.89999999999999
1504,78.73333333333333
1505,79.11428571428571
1506,76.86666666666667
1507,78.41179396123624
1508,76.75
1509,77.6
1510,76.82000000000001
1511,75.68491119119953
1512,77.25
1513,77.13333333333334
1514,76.0
1515,79.15
1516,75.4
1517,74.8
1518,73.17999999999999
1519,77.09411764705882
1520,77.08189342943945
1521,78.35
1522,77.1377075578837
1523,78.175
1524,77.13333333333334
1525,74.95
1526,82.2
1527,76.8
1528,78.5
1529,75.6375
1530,76.12736678679931
1531,76.06642082605796
1532,75.7
1533,76.51213017017137
1534,77.7677185719108
1535,77.35
1536,75.71666666666667
1537,77.05714285714285
1538,76.55714285714285
1539,77.07499999999999
1540,76.62857142857142
1541,76.53999999999999
1542,77.96189342943946
1543,77.32000000000001
1544,75.53648904906574
1545,79.2
1546,76.775
1547,76.775
1548,76.35
1549,76.5
1550,75.65
1551,77.85
1552,80.63333333333333
1553,76.475
1554,75.35999999999999
