State,County,LifeExpectancy,LifeExpectancyStandardError
Alabama,Autauga County,73.1,2.2348
Alabama,Autauga County,76.9,3.3453
Alabama,Autauga County,78.30946714719724,1.8558322362542448
Alabama,Autauga County,75.4,1.0216
Alabama,Autauga County,79.4,1.1768
Alabama,Autauga County,73.1,1.5519
Alabama,Autauga County,78.30946714719724,1.8558322362542448
Alabama,Autauga County,78.3,2.3861
Alabama,Autauga County,76.9,1.2628
Alabama,Autauga County,73.9,1.5923
Alabama,Autauga County,74.0,1.1528
Alabama,Autauga County,72.2,1.2242
Alabama,Baldwin County,75.2,1.0694
Alabama,Baldwin County,72.9,1.5489
Alabama,Baldwin County,75.0,1.0869
Alabama,Baldwin County,76.0,2.3248
Alabama,Baldwin County,78.0,1.1512
Alabama,Baldwin County,71.8,1.4764
Alabama,Baldwin County,79.6,1.026
Alabama,Baldwin County,80.1,1.267
Alabama,Baldwin County,81.0,1.982
Alabama,Baldwin County,77.7,0.8504
Alabama,Baldwin County,80.5,1.2963
Alabama,Baldwin County,76.9,1.4921
Alabama,Baldwin County,75.8,1.4416
Alabama,Baldwin County,78.9,1.6976
Alabama,Baldwin County,74.8,1.3785
Alabama,Baldwin County,72.1,3.0571
Alabama,Baldwin County,80.0,1.142
Alabama,Baldwin County,78.2,2.083
Alabama,Baldwin County,78.6,1.1644
Alabama,Baldwin County,80.4,1.7078
Alabama,Baldwin County,82.1,2.7204
Alabama,Baldwin County,78.7,1.9579
Alabama,Baldwin County,78.3,1.0261
Alabama,Baldwin County,77.8,1.4406
Alabama,Baldwin County,78.7,1.6989
Alabama,Baldwin County,79.1,1.7022
Alabama,Baldwin County,78.30946714719724,1.8558322362542448
Alabama,Baldwin County,78.5,1.6797
Alabama,Baldwin County,75.7,1.456
Alabama,Baldwin County,74.6,1.5336
Alabama,Baldwin County,78.30946714719724,1.8558322362542448
Alabama,Baldwin County,78.30946714719724,1.8558322362542448
Alabama,Barbour County,75.7,1.4584
Alabama,Barbour County,72.2,0.8552
Alabama,Barbour County,75.2,2.0085
Alabama,Barbour County,76.9,1.5291
Alabama,Barbour County,78.30946714719724,1.8558322362542448
Alabama,Barbour County,71.2,1.9638
Alabama,Barbour County,73.1,1.9222
Alabama,Barbour County,78.30946714719724,1.8558322362542448
Alabama,Barbour County,73.5,1.1985
Alabama,Bibb County,70.9,2.0776
Alabama,Bibb County,74.4,1.3347
Alabama,Bibb County,75.1,2.0507
Alabama,Bibb County,73.8,1.1071
Alabama,Blount County,77.5,1.7379
Alabama,Blount County,75.6,1.0824
Alabama,Blount County,76.9,1.3941
Alabama,Blount County,77.1,0.8149
Alabama,Blount County,73.2,1.2177
Alabama,Blount County,75.7,1.1046
Alabama,Blount County,77.8,2.2247
Alabama,Blount County,77.3,1.258
Alabama,Blount County,73.6,1.0152
Alabama,Bullock County,78.5,3.2116
Alabama,Bullock County,76.3,1.2474
Alabama,Bullock County,78.0,2.884
Alabama,Butler County,73.8,1.8763
Alabama,Butler County,78.1,2.0273
Alabama,Butler County,73.2,1.9614
Alabama,Butler County,71.2,1.7428
Alabama,Butler County,71.4,1.6759
Alabama,Butler County,74.1,1.5312
Alabama,Butler County,72.7,1.5978
Alabama,Butler County,72.6,1.8279
Alabama,Butler County,78.30946714719724,1.8558322362542448
Alabama,Calhoun County,75.6,1.78
Alabama,Calhoun County,67.1,1.6994
Alabama,Calhoun County,69.9,1.6385
Alabama,Calhoun County,78.30946714719724,1.8558322362542448
Alabama,Calhoun County,68.3,1.5562
Alabama,Calhoun County,70.1,1.4806
Alabama,Calhoun County,67.8,2.3619
Alabama,Calhoun County,79.7,1.5121
Alabama,Calhoun County,76.7,1.9169
Alabama,Calhoun County,75.1,1.1084
Alabama,Calhoun County,72.7,1.1638
Alabama,Calhoun County,77.2,1.6017
Alabama,Calhoun County,67.9,1.8165
Alabama,Calhoun County,72.3,1.4014
Alabama,Calhoun County,73.0,1.5033
Alabama,Calhoun County,71.9,1.3045
Alabama,Calhoun County,74.7,1.2796
Alabama,Calhoun County,74.4,1.0722
Alabama,Calhoun County,74.2,1.4786
Alabama,Calhoun County,72.9,1.7036
Alabama,Calhoun County,77.8,1.5292
Alabama,Calhoun County,75.2,1.3323
Alabama,Calhoun County,68.1,1.6702
Alabama,Calhoun County,78.30946714719724,1.8558322362542448
Alabama,Calhoun County,74.2,1.5232
Alabama,Calhoun County,76.1,1.1811
Alabama,Calhoun County,75.5,1.6819
Alabama,Calhoun County,78.30946714719724,1.8558322362542448
Alabama,Calhoun County,78.30946714719724,1.8558322362542448
Alabama,Calhoun County,78.30946714719724,1.8558322362542448
Alabama,Calhoun County,78.30946714719724,1.8558322362542448
Alabama,Chambers County,77.7,1.7896
Alabama,Chambers County,77.0,2.1922
Alabama,Chambers County,76.5,1.4008
Alabama,Chambers County,71.2,1.2792
Alabama,Chambers County,73.4,1.2923
Alabama,Chambers County,70.8,2.7387
Alabama,Chambers County,70.0,1.4648
Alabama,Chambers County,72.9,1.2566
Alabama,Chambers County,73.0,1.4456
Alabama,Cherokee County,74.6,1.2364
Alabama,Cherokee County,74.0,1.4162
Alabama,Cherokee County,74.8,1.3481
Alabama,Cherokee County,72.8,1.4518
Alabama,Cherokee County,73.6,1.2709
Alabama,Cherokee County,74.7,1.7416
Alabama,Chilton County,71.5,1.4123
Alabama,Chilton County,72.9,1.0839
Alabama,Chilton County,74.4,1.8884
Alabama,Chilton County,74.8,2.5268
Alabama,Chilton County,75.7,0.8509
Alabama,Chilton County,74.9,1.5128
Alabama,Chilton County,72.8,1.9305
Alabama,Chilton County,73.7,1.8221
Alabama,Chilton County,74.6,1.3193
Alabama,Choctaw County,73.6,1.7823
Alabama,Choctaw County,75.0,1.3767
Alabama,Choctaw County,75.0,1.6967
Alabama,Choctaw County,75.2,1.9433
Alabama,Clarke County,76.4,2.1276
Alabama,Clarke County,70.9,2.2527
Alabama,Clarke County,76.6,1.5499
Alabama,Clarke County,76.4,2.302
Alabama,Clarke County,73.4,1.2631
Alabama,Clarke County,78.30946714719724,1.8558322362542448
Alabama,Clarke County,76.1,1.3953
Alabama,Clarke County,69.7,2.5666
Alabama,Clarke County,75.6,2.2557
Alabama,Clay County,74.1,1.071
Alabama,Clay County,75.9,1.3497
Alabama,Clay County,74.6,1.738
Alabama,Clay County,73.8,1.9612
Alabama,Cleburne County,71.3,1.7624
Alabama,Cleburne County,71.7,1.3287
Alabama,Cleburne County,73.4,1.3515
Alabama,Cleburne County,76.8,1.4711
Alabama,Coffee County,74.2,1.5523
Alabama,Coffee County,76.6,1.4767
Alabama,Coffee County,77.1,0.885
Alabama,Coffee County,73.6,1.361
Alabama,Coffee County,74.1,1.2345
Alabama,Coffee County,77.1,2.4102
Alabama,Coffee County,78.4,1.3754
Alabama,Coffee County,78.5,1.7241
Alabama,Coffee County,75.6,1.4996
Alabama,Coffee County,75.2,1.2615
Alabama,Coffee County,78.9,1.911
Alabama,Coffee County,81.1,1.2092
Alabama,Coffee County,79.2,3.0678
Alabama,Coffee County,71.9,1.2138
Alabama,Colbert County,72.3,1.4305
Alabama,Colbert County,74.5,1.0247
Alabama,Colbert County,67.2,1.8263
Alabama,Colbert County,74.6,2.9177
Alabama,Colbert County,73.7,1.5679
Alabama,Colbert County,73.2,1.2086
Alabama,Colbert County,75.9,1.4144
Alabama,Colbert County,73.9,1.1503
Alabama,Colbert County,77.1,1.6305
Alabama,Colbert County,75.7,1.1851
Alabama,Colbert County,73.2,1.2959
Alabama,Colbert County,72.5,1.4501
Alabama,Colbert County,75.5,2.2052
Alabama,Colbert County,71.5,1.3336
Alabama,Conecuh County,75.4,1.8406
Alabama,Conecuh County,73.2,2.4705
Alabama,Conecuh County,74.6,1.6061
Alabama,Conecuh County,74.2,3.0407
Alabama,Conecuh County,69.9,1.4598
Alabama,Coosa County,73.9,1.4342
Alabama,Coosa County,79.6,2.1955
Alabama,Coosa County,80.2,2.0403
Alabama,Covington County,76.4,1.5662
Alabama,Covington County,76.6,1.4266
Alabama,Covington County,73.6,1.6781
Alabama,Covington County,75.6,1.5902
Alabama,Covington County,73.7,1.3739
Alabama,Covington County,78.30946714719724,1.8558322362542448
Alabama,Covington County,76.1,1.4954
Alabama,Covington County,78.3,1.9395
Alabama,Covington County,72.0,2.0291
Alabama,Covington County,70.6,2.0018
Alabama,Covington County,72.3,1.8122
Alabama,Covington County,77.1,2.2348
Alabama,Covington County,78.0,1.9989
Alabama,Covington County,73.8,1.3823
Alabama,Crenshaw County,73.3,2.6634
Alabama,Crenshaw County,72.1,1.6216
Alabama,Crenshaw County,74.3,1.6469
Alabama,Crenshaw County,76.7,1.4113
Alabama,Crenshaw County,73.8,2.0119
Alabama,Crenshaw County,76.9,1.7778
Alabama,Cullman County,72.2,1.3515
Alabama,Cullman County,75.6,1.0562
Alabama,Cullman County,77.6,1.1795
Alabama,Cullman County,76.3,1.2911
Alabama,Cullman County,73.4,1.4427
Alabama,Cullman County,77.4,1.3663
Alabama,Cullman County,74.2,1.4248
Alabama,Cullman County,75.1,1.3536
Alabama,Cullman County,77.9,1.1599
Alabama,Cullman County,75.1,0.8727
Alabama,Cullman County,76.1,1.6709
Alabama,Cullman County,76.6,1.3387
Alabama,Cullman County,77.1,1.3929
Alabama,Cullman County,71.8,1.4425
Alabama,Cullman County,75.7,1.4399
Alabama,Cullman County,76.5,1.6756
Alabama,Cullman County,72.2,3.1118
Alabama,Cullman County,71.9,3.2619
Alabama,Dale County,78.30946714719724,1.8558322362542448
Alabama,Dale County,75.0,1.5468
Alabama,Dale County,81.8,2.364
Alabama,Dale County,74.0,1.5682
Alabama,Dale County,76.9,3.829
Alabama,Dale County,76.4,2.4299
Alabama,Dale County,73.6,1.862
Alabama,Dale County,75.7,1.4474
Alabama,Dale County,75.5,1.4645
Alabama,Dale County,78.7,1.83
Alabama,Dale County,74.4,1.2444
Alabama,Dale County,76.1,1.791
Alabama,Dale County,81.3,2.3681
Alabama,Dale County,74.5,1.4021
Alabama,Dallas County,73.4,1.2018
Alabama,Dallas County,76.6,3.1052
Alabama,Dallas County,71.3,2.1691
Alabama,Dallas County,73.6,1.9583
Alabama,Dallas County,71.0,1.3434
Alabama,Dallas County,68.1,1.3705
Alabama,Dallas County,70.4,1.5975
Alabama,Dallas County,78.1,1.8486
Alabama,Dallas County,73.0,2.2554
Alabama,Dallas County,73.6,1.4828
Alabama,Dallas County,70.2,1.7995
Alabama,Dallas County,72.6,3.0625
Alabama,Dallas County,72.2,1.5899
Alabama,Dallas County,72.2,1.4719
Alabama,Dallas County,70.8,1.3606
Alabama,DeKalb County,76.2,1.0881
Alabama,DeKalb County,76.1,0.988
Alabama,DeKalb County,73.2,1.2165
Alabama,DeKalb County,74.5,1.1514
Alabama,DeKalb County,75.8,1.4852
Alabama,DeKalb County,74.6,1.1767
Alabama,DeKalb County,76.4,1.6459
Alabama,DeKalb County,75.8,0.8384
Alabama,DeKalb County,74.1,1.286
Alabama,DeKalb County,73.3,1.5012
Alabama,DeKalb County,71.9,1.4595
Alabama,DeKalb County,78.8,2.2599
Alabama,DeKalb County,72.9,1.0528
Alabama,DeKalb County,76.7,0.9163
Alabama,Elmore County,77.0,1.2287
Alabama,Elmore County,73.0,1.4127
Alabama,Elmore County,78.30946714719724,1.8558322362542448
Alabama,Elmore County,78.30946714719724,1.8558322362542448
Alabama,Elmore County,72.1,1.1704
Alabama,Elmore County,73.2,3.8284
Alabama,Elmore County,77.8,1.7284
Alabama,Elmore County,79.7,1.7024
Alabama,Elmore County,74.6,1.1992
Alabama,Elmore County,75.5,1.1401
Alabama,Elmore County,74.9,1.3341
Alabama,Elmore County,76.8,1.1171
Alabama,Elmore County,76.5,1.329
Alabama,Elmore County,74.0,1.3433
Alabama,Elmore County,76.3,1.9429
Alabama,Escambia County,71.3,1.3688
Alabama,Escambia County,71.8,1.131
Alabama,Escambia County,78.30946714719724,1.8558322362542448
Alabama,Escambia County,77.8,2.6147
Alabama,Escambia County,73.0,1.3537
Alabama,Escambia County,74.9,1.331
Alabama,Escambia County,74.8,2.5789
Alabama,Escambia County,69.4,1.4128
Alabama,Escambia County,75.2,0.9503
Alabama,Etowah County,69.3,1.2855
Alabama,Etowah County,73.0,1.9925
Alabama,Etowah County,77.1,1.306
Alabama,Etowah County,66.8,2.9866
Alabama,Etowah County,65.3,1.801
Alabama,Etowah County,78.30946714719724,1.8558322362542448
Alabama,Etowah County,70.5,2.2659
Alabama,Etowah County,67.9,1.4672
Alabama,Etowah County,72.7,1.7797
Alabama,Etowah County,75.5,1.2601
Alabama,Etowah County,73.8,1.463
Alabama,Etowah County,72.7,1.4924
Alabama,Etowah County,75.1,1.4441
Alabama,Etowah County,68.1,3.0894
Alabama,Etowah County,72.1,1.4553
Alabama,Etowah County,70.2,1.7367
Alabama,Etowah County,72.9,1.7938
Alabama,Etowah County,71.0,1.4606
Alabama,Etowah County,78.4,1.6933
Alabama,Etowah County,76.6,1.0789
Alabama,Etowah County,74.3,1.1667
Alabama,Etowah County,78.30946714719724,1.8558322362542448
Alabama,Etowah County,75.2,2.6817
Alabama,Etowah County,74.7,1.2705
Alabama,Etowah County,75.1,2.2005
Alabama,Etowah County,71.2,1.7779
Alabama,Etowah County,74.6,1.2556
Alabama,Etowah County,76.1,1.4997
Alabama,Etowah County,73.1,1.3067
Alabama,Etowah County,67.3,1.6983
Alabama,Fayette County,73.4,1.0214
Alabama,Fayette County,72.6,1.4231
Alabama,Fayette County,74.6,1.1753
Alabama,Fayette County,71.9,1.4565
Alabama,Fayette County,74.6,1.3451
Alabama,Franklin County,72.5,1.3874
Alabama,Franklin County,73.5,1.3122
Alabama,Franklin County,77.4,1.7157
Alabama,Franklin County,72.6,1.1977
Alabama,Franklin County,69.1,2.6082
Alabama,Franklin County,71.0,1.982
Alabama,Franklin County,74.8,2.1033
Alabama,Franklin County,74.5,0.9653
Alabama,Franklin County,74.9,0.901
Alabama,Geneva County,73.4,0.5647
Alabama,Geneva County,76.3,1.3188
Alabama,Geneva County,73.8,1.2963
Alabama,Geneva County,74.4,1.0865
Alabama,Geneva County,75.1,0.7977
Alabama,Geneva County,75.9,1.1868
Alabama,Greene County,78.30946714719724,1.8558322362542448
Alabama,Greene County,75.5,1.6399
Alabama,Greene County,75.4,1.9098
Alabama,Hale County,76.2,1.5659
Alabama,Hale County,74.6,1.9368
Alabama,Hale County,79.4,3.3338
Alabama,Hale County,72.1,1.7971
Alabama,Hale County,72.2,0.6809
Alabama,Hale County,78.4,3.2413
Alabama,Henry County,74.4,0.9619
Alabama,Henry County,73.6,1.3986
Alabama,Henry County,77.1,2.2488
Alabama,Henry County,75.9,2.6008
Alabama,Henry County,76.9,1.4646
Alabama,Henry County,77.0,2.6138
Alabama,Houston County,77.5,1.6422
Alabama,Houston County,78.8,0.6909
Alabama,Houston County,79.8,0.6919
Alabama,Houston County,78.6,1.1387
Alabama,Houston County,77.6,1.7889
Alabama,Houston County,77.6,1.7818
Alabama,Houston County,78.5,1.2674
Alabama,Houston County,71.9,1.6981
Alabama,Houston County,74.4,1.5306
Alabama,Houston County,77.1,0.8502
Alabama,Houston County,76.2,1.1243
Alabama,Houston County,76.0,1.2645
Alabama,Houston County,75.8,1.1591
Alabama,Houston County,69.6,1.3246
Alabama,Houston County,73.1,1.2369
Alabama,Houston County,73.0,1.144
Alabama,Houston County,75.3,1.6415
Alabama,Houston County,73.6,1.9872
Alabama,Houston County,77.5,2.8103
Alabama,Houston County,76.6,0.8661
Alabama,Houston County,76.5,1.0714
Alabama,Houston County,76.3,1.1505
Alabama,Jackson County,74.3,1.7409
Alabama,Jackson County,70.8,1.3238
Alabama,Jackson County,73.6,1.4161
Alabama,Jackson County,73.6,1.9527
Alabama,Jackson County,72.8,1.1235
Alabama,Jackson County,74.3,1.1134
Alabama,Jackson County,71.9,1.1585
Alabama,Jackson County,73.0,1.2243
Alabama,Jackson County,77.4,1.1509
Alabama,Jackson County,73.7,1.9686
Alabama,Jackson County,73.9,1.0213
Alabama,Jefferson County,78.30946714719724,1.8558322362542448
Alabama,Jefferson County,68.5,1.7237
Alabama,Jefferson County,70.8,1.9681
Alabama,Jefferson County,66.8,2.2183
Alabama,Jefferson County,70.1,1.7673
Alabama,Jefferson County,66.7,1.7257
Alabama,Jefferson County,70.3,2.3552
Alabama,Jefferson County,74.5,2.0811
Alabama,Jefferson County,71.0,2.0287
Alabama,Jefferson County,67.6,1.813
Alabama,Jefferson County,66.6,2.1201
Alabama,Jefferson County,68.8,2.1527
Alabama,Jefferson County,71.3,1.2367
Alabama,Jefferson County,72.7,1.2431
Alabama,Jefferson County,71.6,2.3587
Alabama,Jefferson County,71.3,1.1454
Alabama,Jefferson County,77.1,2.2609
Alabama,Jefferson County,80.2,1.6081
Alabama,Jefferson County,73.1,2.4279
Alabama,Jefferson County,69.0,2.4673
Alabama,Jefferson County,66.6,2.8566
Alabama,Jefferson County,73.1,1.1173
Alabama,Jefferson County,70.7,1.8748
Alabama,Jefferson County,70.4,1.9552
Alabama,Jefferson County,72.3,2.293
Alabama,Jefferson County,73.5,2.6268
Alabama,Jefferson County,73.2,1.7977
Alabama,Jefferson County,71.5,1.3661
Alabama,Jefferson County,71.7,1.4403
Alabama,Jefferson County,73.4,1.5439
Alabama,Jefferson County,73.9,1.6505
Alabama,Jefferson County,70.6,1.804
Alabama,Jefferson County,71.6,1.9902
Alabama,Jefferson County,68.0,1.62
Alabama,Jefferson County,69.4,2.8563
Alabama,Jefferson County,72.8,3.5463
Alabama,Jefferson County,78.30946714719724,1.8558322362542448
Alabama,Jefferson County,81.1,1.7421
Alabama,Jefferson County,80.1,1.3382
Alabama,Jefferson County,72.2,3.3237
Alabama,Jefferson County,70.4,2.0426
Alabama,Jefferson County,72.8,1.8019
Alabama,Jefferson County,72.1,2.2017
Alabama,Jefferson County,72.3,1.7543
Alabama,Jefferson County,73.3,3.234
Alabama,Jefferson County,71.1,1.5642
Alabama,Jefferson County,74.4,3.615
Alabama,Jefferson County,66.5,1.9231
Alabama,Jefferson County,75.7,1.3587
Alabama,Jefferson County,69.2,2.4554
Alabama,Jefferson County,67.6,2.1056
Alabama,Jefferson County,76.8,1.7202
Alabama,Jefferson County,72.6,1.8336
Alabama,Jefferson County,71.5,3.5236
Alabama,Jefferson County,75.7,1.4989
Alabama,Jefferson County,73.2,1.6014
Alabama,Jefferson County,75.7,1.6974
Alabama,Jefferson County,73.6,1.2346
Alabama,Jefferson County,71.2,1.4306
Alabama,Jefferson County,72.2,1.2437
Alabama,Jefferson County,72.0,1.2215
Alabama,Jefferson County,70.2,1.6375
Alabama,Jefferson County,68.4,3.4651
Alabama,Jefferson County,69.1,1.5177
Alabama,Jefferson County,68.3,1.5803
Alabama,Jefferson County,75.7,0.9688
Alabama,Jefferson County,78.30946714719724,1.8558322362542448
Alabama,Jefferson County,72.7,1.7053
Alabama,Jefferson County,73.8,2.2626
Alabama,Jefferson County,78.8,2.468
Alabama,Jefferson County,79.6,2.1211
Alabama,Jefferson County,81.2,2.0115
Alabama,Jefferson County,78.30946714719724,1.8558322362542448
Alabama,Jefferson County,80.3,2.0622
Alabama,Jefferson County,79.1,1.6181
Alabama,Jefferson County,82.3,1.5857
Alabama,Jefferson County,83.0,1.534
Alabama,Jefferson County,78.4,1.8104
Alabama,Jefferson County,80.3,1.4428
Alabama,Jefferson County,82.1,1.2045
Alabama,Jefferson County,69.3,3.0262
Alabama,Jefferson County,74.9,1.2619
Alabama,Jefferson County,71.2,1.6147
Alabama,Jefferson County,76.1,1.5067
Alabama,Jefferson County,78.8,1.0694
Alabama,Jefferson County,79.4,1.1002
Alabama,Jefferson County,78.30946714719724,1.8558322362542448
Alabama,Jefferson County,77.6,1.8534
Alabama,Jefferson County,79.2,1.6002
Alabama,Jefferson County,73.3,1.5293
Alabama,Jefferson County,77.8,1.5634
Alabama,Jefferson County,75.9,2.3769
Alabama,Jefferson County,75.4,1.4593
Alabama,Jefferson County,71.7,1.415
Alabama,Jefferson County,73.5,1.6447
Alabama,Jefferson County,74.1,2.0189
Alabama,Jefferson County,74.3,0.8583
Alabama,Jefferson County,73.2,1.3157
Alabama,Jefferson County,73.9,1.593
Alabama,Jefferson County,72.5,1.5209
Alabama,Jefferson County,79.4,1.3164
Alabama,Jefferson County,76.0,1.3607
Alabama,Jefferson County,74.4,1.0789
Alabama,Jefferson County,72.4,2.049
Alabama,Jefferson County,73.6,1.5099
Alabama,Jefferson County,72.6,1.3772
Alabama,Jefferson County,75.0,2.0616
Alabama,Jefferson County,69.4,1.5733
Alabama,Jefferson County,75.1,1.7095
Alabama,Jefferson County,74.2,1.4396
Alabama,Jefferson County,76.3,1.1695
Alabama,Jefferson County,67.1,2.4936
Alabama,Jefferson County,72.2,1.4184
Alabama,Jefferson County,74.0,1.0305
Alabama,Jefferson County,69.4,1.7751
Alabama,Jefferson County,75.8,2.0033
Alabama,Jefferson County,72.3,1.4165
Alabama,Jefferson County,73.0,1.3895
Alabama,Jefferson County,70.5,1.8296
Alabama,Jefferson County,73.9,1.4393
Alabama,Jefferson County,69.6,1.1764
Alabama,Jefferson County,72.1,1.8925
Alabama,Jefferson County,75.6,1.3764
Alabama,Jefferson County,80.1,1.3339
Alabama,Jefferson County,76.2,1.4401
Alabama,Jefferson County,78.5,1.9078
Alabama,Jefferson County,79.6,1.9423
Alabama,Jefferson County,78.7,0.9686
Alabama,Jefferson County,84.6,1.7128
Alabama,Jefferson County,80.3,2.088
Alabama,Jefferson County,74.2,2.9443
Alabama,Jefferson County,77.2,3.2691
Alabama,Jefferson County,82.9,2.25
Alabama,Jefferson County,77.8,1.7658
Alabama,Jefferson County,77.2,1.9731
Alabama,Jefferson County,78.30946714719724,1.8558322362542448
Alabama,Jefferson County,84.4,1.7173
Alabama,Jefferson County,71.9,2.4748
Alabama,Jefferson County,70.8,1.5535
Alabama,Jefferson County,70.3,1.7723
Alabama,Jefferson County,73.0,1.7873
Alabama,Jefferson County,69.7,2.3521
Alabama,Jefferson County,70.6,1.6258
Alabama,Jefferson County,68.7,1.7459
Alabama,Jefferson County,69.2,1.9917
Alabama,Jefferson County,72.8,1.5949
Alabama,Jefferson County,77.0,1.0659
Alabama,Jefferson County,76.7,3.0551
Alabama,Jefferson County,71.4,1.1408
Alabama,Jefferson County,70.8,2.2689
Alabama,Jefferson County,75.9,1.7241
Alabama,Jefferson County,75.1,1.0057
Alabama,Jefferson County,79.6,1.4037
Alabama,Jefferson County,73.8,0.8964
Alabama,Jefferson County,76.4,1.0876
Alabama,Jefferson County,79.0,1.4277
Alabama,Jefferson County,80.4,1.6923
Alabama,Jefferson County,81.1,1.4481
Alabama,Jefferson County,79.5,1.5142
Alabama,Jefferson County,78.5,1.2269
Alabama,Jefferson County,82.9,3.1296
Alabama,Jefferson County,81.4,1.2646
Alabama,Jefferson County,82.2,1.439
Alabama,Lamar County,73.7,1.0237
Alabama,Lamar County,74.4,1.1524
Alabama,Lamar County,76.5,3.1081
Alabama,Lauderdale County,72.0,1.9726
Alabama,Lauderdale County,70.0,1.4849
Alabama,Lauderdale County,65.7,2.2483
Alabama,Lauderdale County,75.9,1.2906
Alabama,Lauderdale County,72.8,1.6884
Alabama,Lauderdale County,67.3,1.8571
Alabama,Lauderdale County,72.7,0.8847
Alabama,Lauderdale County,77.4,1.0669
Alabama,Lauderdale County,72.9,1.5871
Alabama,Lauderdale County,77.4,1.2693
Alabama,Lauderdale County,77.9,1.2256
Alabama,Lauderdale County,75.6,1.2411
Alabama,Lauderdale County,75.7,1.9004
Alabama,Lauderdale County,74.8,1.3577
Alabama,Lauderdale County,79.7,1.0106
Alabama,Lauderdale County,74.6,2.2127
Alabama,Lauderdale County,77.3,1.0124
Alabama,Lauderdale County,76.9,1.1804
Alabama,Lauderdale County,77.9,1.7137
Alabama,Lauderdale County,74.5,1.1364
Alabama,Lauderdale County,75.8,1.6792
Alabama,Lauderdale County,77.6,1.8413
Alabama,Lawrence County,78.30946714719724,1.8558322362542448
Alabama,Lawrence County,72.5,1.0814
Alabama,Lawrence County,77.3,2.2844
Alabama,Lawrence County,73.1,1.3305
Alabama,Lawrence County,71.9,1.0342
Alabama,Lawrence County,72.2,1.3205
Alabama,Lawrence County,78.30946714719724,1.8558322362542448
Alabama,Lawrence County,76.2,3.4806
Alabama,Lawrence County,73.0,1.7418
Alabama,Lee County,79.1,2.4173
Alabama,Lee County,83.1,3.3373
Alabama,Lee County,79.4,1.1413
Alabama,Lee County,81.9,1.5283
Alabama,Lee County,73.5,1.1925
Alabama,Lee County,78.30946714719724,1.8558322362542448
Alabama,Lee County,78.30946714719724,1.8558322362542448
Alabama,Lee County,78.30946714719724,1.8558322362542448
Alabama,Lee County,78.30946714719724,1.8558322362542448
Alabama,Lee County,83.7,3.3614
Alabama,Lee County,77.9,2.6316
Alabama,Lee County,79.0,1.8145
Alabama,Lee County,78.3,0.9807
Alabama,Lee County,79.0,1.3896
Alabama,Lee County,76.5,1.6158
Alabama,Lee County,70.3,1.6483
Alabama,Lee County,75.7,2.5412
Alabama,Lee County,76.6,2.4285
Alabama,Lee County,76.5,2.1664
Alabama,Lee County,77.0,1.5745
Alabama,Lee County,77.3,1.422
Alabama,Lee County,74.7,2.9522
Alabama,Lee County,83.5,3.8998
Alabama,Lee County,76.1,1.9573
Alabama,Lee County,75.7,1.725
Alabama,Lee County,73.3,1.476
Alabama,Lee County,75.5,1.0338
Alabama,Limestone County,77.5,2.0957
Alabama,Limestone County,76.4,1.6975
Alabama,Limestone County,73.3,1.0571
Alabama,Limestone County,74.5,1.1486
Alabama,Limestone County,78.8,2.0418
Alabama,Limestone County,75.4,1.987
Alabama,Limestone County,71.6,1.4693
Alabama,Limestone County,72.1,1.9994
Alabama,Limestone County,74.7,1.2177
Alabama,Limestone County,72.7,2.0498
Alabama,Limestone County,78.3,1.1479
Alabama,Limestone County,78.1,1.2858
Alabama,Limestone County,80.3,1.5652
Alabama,Limestone County,75.7,1.8198
Alabama,Limestone County,75.9,1.2183
Alabama,Limestone County,80.4,1.3015
Alabama,Lowndes County,74.0,1.4858
Alabama,Lowndes County,76.9,2.5508
Alabama,Lowndes County,72.6,2.1308
Alabama,Lowndes County,71.3,1.5066
Alabama,Macon County,72.2,1.9872
Alabama,Macon County,74.5,1.5389
Alabama,Macon County,76.5,1.3233
Alabama,Macon County,72.9,2.2276
Alabama,Macon County,74.0,2.8119
Alabama,Macon County,78.30946714719724,1.8558322362542448
Alabama,Macon County,66.4,3.7956
Alabama,Macon County,71.1,2.1924
Alabama,Macon County,68.9,2.0075
Alabama,Macon County,73.4,2.0554
Alabama,Macon County,75.0,1.5866
Alabama,Macon County,78.9,3.6324
Alabama,Madison County,71.8,3.7386
Alabama,Madison County,72.0,1.1308
Alabama,Madison County,72.5,1.6079
Alabama,Madison County,76.6,2.1149
Alabama,Madison County,76.1,1.5102
Alabama,Madison County,73.5,1.5861
Alabama,Madison County,73.8,2.4549
Alabama,Madison County,75.8,2.2008
Alabama,Madison County,70.9,2.4925
Alabama,Madison County,73.5,1.5442
Alabama,Madison County,72.1,1.886
Alabama,Madison County,74.8,1.6016
Alabama,Madison County,78.1,1.5721
Alabama,Madison County,78.3,1.9529
Alabama,Madison County,73.6,1.2788
Alabama,Madison County,71.8,1.2296
Alabama,Madison County,73.8,1.8107
Alabama,Madison County,72.3,2.6188
Alabama,Madison County,78.1,1.7665
Alabama,Madison County,77.4,1.7238
Alabama,Madison County,74.7,1.5006
Alabama,Madison County,80.2,1.7273
Alabama,Madison County,81.2,1.4029
Alabama,Madison County,81.7,1.2587
Alabama,Madison County,81.6,0.7403
Alabama,Madison County,81.5,1.2056
Alabama,Madison County,78.8,1.5227
Alabama,Madison County,67.7,1.6527
Alabama,Madison County,69.5,1.9331
