ToDrop,State,County,LifeExpectancy,LifeExpectancyStandardError
28900,Louisiana,"Livingston Parish, LA",75.1,1.3812
28901,Louisiana,"Livingston Parish, LA",77.5,2.3425
28902,Louisiana,"Livingston Parish, LA",78.0,1.5402
28903,Louisiana,"Livingston Parish, LA",78.30946714719724,1.8558322362542448
28904,Louisiana,"Livingston Parish, LA",78.0,2.4882
28905,Louisiana,"Livingston Parish, LA",76.9,1.6152
28906,Louisiana,"Livingston Parish, LA",73.0,1.1184
28907,Louisiana,"Livingston Parish, LA",76.9,1.5869
28908,Louisiana,"Livingston Parish, LA",73.6,1.1057
28909,Louisiana,"Livingston Parish, LA",73.3,1.4575
28910,Louisiana,"Livingston Parish, LA",74.9,1.6519
28911,Louisiana,"Livingston Parish, LA",75.0,1.1355
28912,Louisiana,"Livingston Parish, LA",78.30946714719724,1.8558322362542448
28913,Louisiana,"Livingston Parish, LA",79.4,1.1528
28914,Louisiana,"Livingston Parish, LA",77.2,2.4461
28915,Louisiana,"Livingston Parish, LA",75.6,2.0765
28916,Louisiana,"Madison Parish, LA",72.7,1.5282
28917,Louisiana,"Madison Parish, LA",72.2,1.0716
28918,Louisiana,"Madison Parish, LA",69.6,1.7658
28919,Louisiana,"Madison Parish, LA",68.8,3.2607
28920,Louisiana,"Madison Parish, LA",73.7,1.8205
28921,Louisiana,"Morehouse Parish, LA",68.8,1.7934
28922,Louisiana,"Morehouse Parish, LA",73.6,1.0953
28923,Louisiana,"Morehouse Parish, LA",71.7,1.9709
28924,Louisiana,"Morehouse Parish, LA",70.3,3.929
28925,Louisiana,"Morehouse Parish, LA",72.2,1.1253
28926,Louisiana,"Morehouse Parish, LA",72.1,1.7495
28927,Louisiana,"Morehouse Parish, LA",75.7,1.677
28928,Louisiana,"Morehouse Parish, LA",69.1,1.4979
28929,Louisiana,"Natchitoches Parish, LA",78.1,3.0526
28930,Louisiana,"Natchitoches Parish, LA",72.7,2.0555
28931,Louisiana,"Natchitoches Parish, LA",77.0,1.2617
28932,Louisiana,"Natchitoches Parish, LA",71.4,3.2132
28933,Louisiana,"Natchitoches Parish, LA",75.5,1.3957
28934,Louisiana,"Natchitoches Parish, LA",79.1,1.8244
28935,Louisiana,"Natchitoches Parish, LA",78.30946714719724,1.8558322362542448
28936,Louisiana,"Natchitoches Parish, LA",77.5,1.2886
28937,Louisiana,"Natchitoches Parish, LA",78.1,1.2748
28938,Louisiana,"Orleans Parish, LA",78.4,2.8053
28939,Louisiana,"Orleans Parish, LA",73.5,2.4752
28940,Louisiana,"Orleans Parish, LA",71.3,1.4425
28941,Louisiana,"Orleans Parish, LA",75.6,2.2632
28942,Louisiana,"Orleans Parish, LA",71.3,2.1955
28943,Louisiana,"Orleans Parish, LA",77.5,2.711
28944,Louisiana,"Orleans Parish, LA",72.9,1.8569
28945,Louisiana,"Orleans Parish, LA",73.2,1.7192
28946,Louisiana,"Orleans Parish, LA",70.3,1.903
28947,Louisiana,"Orleans Parish, LA",75.8,1.6331
28948,Louisiana,"Orleans Parish, LA",80.8,1.4846
28949,Louisiana,"Orleans Parish, LA",74.7,1.9323
28950,Louisiana,"Orleans Parish, LA",80.8,2.5796
28951,Louisiana,"Orleans Parish, LA",72.9,1.307
28952,Louisiana,"Orleans Parish, LA",79.3,1.9301
28953,Louisiana,"Orleans Parish, LA",75.3,1.8914
28954,Louisiana,"Orleans Parish, LA",73.7,2.4089
28955,Louisiana,"Orleans Parish, LA",82.2,3.196
28956,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28957,Louisiana,"Orleans Parish, LA",73.1,2.2043
28958,Louisiana,"Orleans Parish, LA",71.7,1.3079
28959,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28960,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28961,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28962,Louisiana,"Orleans Parish, LA",66.6,2.8305
28963,Louisiana,"Orleans Parish, LA",72.1,1.9833
28964,Louisiana,"Orleans Parish, LA",71.4,2.6238
28965,Louisiana,"Orleans Parish, LA",68.1,3.3763
28966,Louisiana,"Orleans Parish, LA",62.6,3.2774
28967,Louisiana,"Orleans Parish, LA",71.3,1.4022
28968,Louisiana,"Orleans Parish, LA",68.7,2.3751
28969,Louisiana,"Orleans Parish, LA",72.5,2.3923
28970,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28971,Louisiana,"Orleans Parish, LA",78.4,2.3034
28972,Louisiana,"Orleans Parish, LA",75.5,2.916
28973,Louisiana,"Orleans Parish, LA",71.4,3.3462
28974,Louisiana,"Orleans Parish, LA",73.4,1.7594
28975,Louisiana,"Orleans Parish, LA",78.1,3.7213
28976,Louisiana,"Orleans Parish, LA",68.8,2.7754
28977,Louisiana,"Orleans Parish, LA",77.2,3.7427
28978,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28979,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28980,Louisiana,"Orleans Parish, LA",72.7,1.5483
28981,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28982,Louisiana,"Orleans Parish, LA",75.3,2.2896
28983,Louisiana,"Orleans Parish, LA",75.7,2.0247
28984,Louisiana,"Orleans Parish, LA",76.6,2.0966
28985,Louisiana,"Orleans Parish, LA",72.0,1.9625
28986,Louisiana,"Orleans Parish, LA",72.1,1.8747
28987,Louisiana,"Orleans Parish, LA",71.7,1.8566
28988,Louisiana,"Orleans Parish, LA",73.8,1.9067
28989,Louisiana,"Orleans Parish, LA",69.5,1.3052
28990,Louisiana,"Orleans Parish, LA",82.4,2.6051
28991,Louisiana,"Orleans Parish, LA",76.8,2.0509
28992,Louisiana,"Orleans Parish, LA",78.4,3.2113
28993,Louisiana,"Orleans Parish, LA",75.9,1.7237
28994,Louisiana,"Orleans Parish, LA",74.1,3.2227
28995,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28996,Louisiana,"Orleans Parish, LA",72.9,1.2247
28997,Louisiana,"Orleans Parish, LA",65.3,2.828
28998,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
28999,Louisiana,"Orleans Parish, LA",71.7,2.0392
29000,Louisiana,"Orleans Parish, LA",70.8,2.8251
29001,Louisiana,"Orleans Parish, LA",78.5,1.7103
29002,Louisiana,"Orleans Parish, LA",72.5,1.8485
29003,Louisiana,"Orleans Parish, LA",75.5,2.4878
29004,Louisiana,"Orleans Parish, LA",73.1,1.5609
29005,Louisiana,"Orleans Parish, LA",78.1,1.2838
29006,Louisiana,"Orleans Parish, LA",76.4,1.0302
29007,Louisiana,"Orleans Parish, LA",80.1,1.4424
29008,Louisiana,"Orleans Parish, LA",65.6,2.2318
29009,Louisiana,"Orleans Parish, LA",68.3,2.3116
29010,Louisiana,"Orleans Parish, LA",64.8,3.1362
29011,Louisiana,"Orleans Parish, LA",68.4,3.053
29012,Louisiana,"Orleans Parish, LA",68.5,2.7563
29013,Louisiana,"Orleans Parish, LA",73.6,2.1139
29014,Louisiana,"Orleans Parish, LA",79.9,2.8065
29015,Louisiana,"Orleans Parish, LA",75.4,2.3414
29016,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29017,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29018,Louisiana,"Orleans Parish, LA",73.5,2.0896
29019,Louisiana,"Orleans Parish, LA",73.5,3.0325
29020,Louisiana,"Orleans Parish, LA",68.9,3.0264
29021,Louisiana,"Orleans Parish, LA",70.9,2.0009
29022,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29023,Louisiana,"Orleans Parish, LA",81.9,3.4572
29024,Louisiana,"Orleans Parish, LA",78.5,3.7837
29025,Louisiana,"Orleans Parish, LA",74.5,2.6745
29026,Louisiana,"Orleans Parish, LA",77.0,2.9514
29027,Louisiana,"Orleans Parish, LA",80.1,1.7785
29028,Louisiana,"Orleans Parish, LA",66.4,3.455
29029,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29030,Louisiana,"Orleans Parish, LA",72.9,2.2475
29031,Louisiana,"Orleans Parish, LA",79.9,1.9514
29032,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29033,Louisiana,"Orleans Parish, LA",71.8,2.9291
29034,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29035,Louisiana,"Orleans Parish, LA",78.8,1.6236
29036,Louisiana,"Orleans Parish, LA",84.2,3.3332
29037,Louisiana,"Orleans Parish, LA",83.2,2.259
29038,Louisiana,"Orleans Parish, LA",88.1,3.79
29039,Louisiana,"Orleans Parish, LA",79.2,2.3136
29040,Louisiana,"Orleans Parish, LA",80.9,2.8388
29041,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29042,Louisiana,"Orleans Parish, LA",75.9,2.6388
29043,Louisiana,"Orleans Parish, LA",77.0,1.8748
29044,Louisiana,"Orleans Parish, LA",77.6,1.5397
29045,Louisiana,"Orleans Parish, LA",67.5,3.7444
29046,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29047,Louisiana,"Orleans Parish, LA",74.2,1.1181
29048,Louisiana,"Orleans Parish, LA",71.7,2.1477
29049,Louisiana,"Orleans Parish, LA",72.8,1.8045
29050,Louisiana,"Orleans Parish, LA",72.1,1.1083
29051,Louisiana,"Orleans Parish, LA",80.4,1.1947
29052,Louisiana,"Orleans Parish, LA",77.8,3.1473
29053,Louisiana,"Orleans Parish, LA",82.7,2.7635
29054,Louisiana,"Orleans Parish, LA",80.3,2.7144
29055,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29056,Louisiana,"Orleans Parish, LA",75.5,1.8189
29057,Louisiana,"Orleans Parish, LA",79.0,2.4828
29058,Louisiana,"Orleans Parish, LA",78.0,3.3728
29059,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29060,Louisiana,"Orleans Parish, LA",72.9,2.1073
29061,Louisiana,"Orleans Parish, LA",75.5,2.595
29062,Louisiana,"Orleans Parish, LA",80.7,1.4683
29063,Louisiana,"Orleans Parish, LA",73.8,2.1969
29064,Louisiana,"Orleans Parish, LA",72.1,1.5398
29065,Louisiana,"Orleans Parish, LA",62.3,2.8961
29066,Louisiana,"Orleans Parish, LA",74.4,2.7162
29067,Louisiana,"Orleans Parish, LA",76.1,3.7959
29068,Louisiana,"Orleans Parish, LA",75.7,1.4595
29069,Louisiana,"Orleans Parish, LA",74.3,3.0459
29070,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29071,Louisiana,"Orleans Parish, LA",71.7,1.9723
29072,Louisiana,"Orleans Parish, LA",75.7,2.5744
29073,Louisiana,"Orleans Parish, LA",75.3,2.9968
29074,Louisiana,"Orleans Parish, LA",82.1,3.4954
29075,Louisiana,"Orleans Parish, LA",81.3,2.7124
29076,Louisiana,"Orleans Parish, LA",83.7,3.578
29077,Louisiana,"Orleans Parish, LA",75.4,1.3092
29078,Louisiana,"Orleans Parish, LA",79.5,1.9881
29079,Louisiana,"Orleans Parish, LA",81.0,2.1671
29080,Louisiana,"Orleans Parish, LA",81.4,3.2765
29081,Louisiana,"Orleans Parish, LA",78.7,1.6597
29082,Louisiana,"Orleans Parish, LA",80.7,1.052
29083,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29084,Louisiana,"Orleans Parish, LA",86.8,3.8095
29085,Louisiana,"Orleans Parish, LA",82.8,2.3569
29086,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29087,Louisiana,"Orleans Parish, LA",80.5,1.5565
29088,Louisiana,"Orleans Parish, LA",74.1,2.0095
29089,Louisiana,"Orleans Parish, LA",80.1,1.547
29090,Louisiana,"Orleans Parish, LA",77.3,1.6957
29091,Louisiana,"Orleans Parish, LA",79.9,2.5022
29092,Louisiana,"Orleans Parish, LA",78.2,1.4767
29093,Louisiana,"Orleans Parish, LA",74.1,1.2089
29094,Louisiana,"Orleans Parish, LA",75.4,2.6342
29095,Louisiana,"Orleans Parish, LA",77.2,3.7972
29096,Louisiana,"Orleans Parish, LA",73.5,1.1771
29097,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29098,Louisiana,"Orleans Parish, LA",85.1,2.1148
29099,Louisiana,"Orleans Parish, LA",80.4,1.7226
29100,Louisiana,"Orleans Parish, LA",78.8,1.6576
29101,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29102,Louisiana,"Orleans Parish, LA",68.5,3.374
29103,Louisiana,"Orleans Parish, LA",66.0,1.9342
29104,Louisiana,"Orleans Parish, LA",69.9,1.8123
29105,Louisiana,"Orleans Parish, LA",81.2,3.3938
29106,Louisiana,"Orleans Parish, LA",72.1,1.1622
29107,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29108,Louisiana,"Orleans Parish, LA",76.7,3.9725
29109,Louisiana,"Orleans Parish, LA",69.5,3.4211
29110,Louisiana,"Orleans Parish, LA",77.1,2.459
29111,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29112,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29113,Louisiana,"Orleans Parish, LA",78.30946714719724,1.8558322362542448
29114,Louisiana,Orleans Parish,78.30946714719724,1.8558322362542448
29115,Louisiana,"Ouachita Parish, LA",77.0,1.5739
29116,Louisiana,"Ouachita Parish, LA",80.3,1.7248
29117,Louisiana,"Ouachita Parish, LA",76.2,2.0362
29118,Louisiana,"Ouachita Parish, LA",73.4,2.9383
29119,Louisiana,"Ouachita Parish, LA",73.3,1.7494
29120,Louisiana,"Ouachita Parish, LA",70.8,1.5701
29121,Louisiana,"Ouachita Parish, LA",70.2,2.2585
29122,Louisiana,"Ouachita Parish, LA",68.4,2.855
29123,Louisiana,"Ouachita Parish, LA",70.1,1.9763
29124,Louisiana,"Ouachita Parish, LA",71.5,1.2487
29125,Louisiana,"Ouachita Parish, LA",69.0,2.1385
29126,Louisiana,"Ouachita Parish, LA",78.7,0.9992
29127,Louisiana,"Ouachita Parish, LA",76.4,1.694
29128,Louisiana,"Ouachita Parish, LA",82.0,2.8189
29129,Louisiana,"Ouachita Parish, LA",76.0,3.094
29130,Louisiana,"Ouachita Parish, LA",82.1,2.7654
29131,Louisiana,"Ouachita Parish, LA",79.9,2.37
29132,Louisiana,"Ouachita Parish, LA",74.6,0.9865
29133,Louisiana,"Ouachita Parish, LA",74.1,2.0277
29134,Louisiana,"Ouachita Parish, LA",74.8,1.7237
29135,Louisiana,"Ouachita Parish, LA",72.0,1.1346
29136,Louisiana,"Ouachita Parish, LA",72.7,1.2726
29137,Louisiana,"Ouachita Parish, LA",80.5,2.8564
29138,Louisiana,"Ouachita Parish, LA",79.8,3.1528
29139,Louisiana,"Ouachita Parish, LA",74.6,1.4703
29140,Louisiana,"Ouachita Parish, LA",77.2,1.0537
29141,Louisiana,"Ouachita Parish, LA",77.3,1.5649
29142,Louisiana,"Ouachita Parish, LA",78.3,2.1377
29143,Louisiana,"Ouachita Parish, LA",75.9,1.1626
29144,Louisiana,"Ouachita Parish, LA",76.5,3.5917
29145,Louisiana,"Ouachita Parish, LA",71.2,2.1395
29146,Louisiana,"Ouachita Parish, LA",76.2,1.6975
29147,Louisiana,"Ouachita Parish, LA",72.2,1.1014
29148,Louisiana,"Ouachita Parish, LA",69.4,1.9447
29149,Louisiana,"Ouachita Parish, LA",68.1,2.0784
29150,Louisiana,"Ouachita Parish, LA",67.5,1.9479
29151,Louisiana,"Ouachita Parish, LA",75.8,2.4465
29152,Louisiana,"Ouachita Parish, LA",73.0,1.5669
29153,Louisiana,"Ouachita Parish, LA",69.7,1.6877
29154,Louisiana,"Ouachita Parish, LA",78.30946714719724,1.8558322362542448
29155,Louisiana,"Plaquemines Parish, LA",75.5,2.7132
29156,Louisiana,"Plaquemines Parish, LA",78.4,1.1059
29157,Louisiana,"Plaquemines Parish, LA",77.2,1.4543
29158,Louisiana,"Plaquemines Parish, LA",78.30946714719724,1.8558322362542448
29159,Louisiana,"Plaquemines Parish, LA",71.5,1.6289
29160,Louisiana,"Plaquemines Parish, LA",71.1,3.883
29161,Louisiana,"Plaquemines Parish, LA",78.30946714719724,1.8558322362542448
29162,Louisiana,"Plaquemines Parish, LA",72.2,2.1915
29163,Louisiana,Plaquemines Parish,78.30946714719724,1.8558322362542448
29164,Louisiana,"Pointe Coupee Parish, LA",75.2,1.7795
29165,Louisiana,"Pointe Coupee Parish, LA",81.1,3.2827
29166,Louisiana,"Pointe Coupee Parish, LA",78.3,1.4595
29167,Louisiana,"Pointe Coupee Parish, LA",76.0,2.0575
29168,Louisiana,"Pointe Coupee Parish, LA",71.0,1.7548
29169,Louisiana,"Pointe Coupee Parish, LA",80.0,1.5505
29170,Louisiana,"Rapides Parish, LA",78.7,1.7142
29171,Louisiana,"Rapides Parish, LA",72.7,1.1226
29172,Louisiana,"Rapides Parish, LA",79.9,2.6381
29173,Louisiana,"Rapides Parish, LA",73.7,1.2774
29174,Louisiana,"Rapides Parish, LA",73.9,2.0546
29175,Louisiana,"Rapides Parish, LA",77.1,2.3324
29176,Louisiana,"Rapides Parish, LA",71.0,2.5795
29177,Louisiana,"Rapides Parish, LA",73.8,1.8928
29178,Louisiana,"Rapides Parish, LA",72.8,1.0601
29179,Louisiana,"Rapides Parish, LA",76.5,1.2444
29180,Louisiana,"Rapides Parish, LA",71.7,2.3366
29181,Louisiana,"Rapides Parish, LA",65.5,2.9164
29182,Louisiana,"Rapides Parish, LA",78.30946714719724,1.8558322362542448
29183,Louisiana,"Rapides Parish, LA",74.7,1.5647
29184,Louisiana,"Rapides Parish, LA",79.9,1.3309
29185,Louisiana,"Rapides Parish, LA",80.4,0.9311
29186,Louisiana,"Rapides Parish, LA",77.4,1.4266
29187,Louisiana,"Rapides Parish, LA",75.6,1.6196
29188,Louisiana,"Rapides Parish, LA",72.6,1.5898
29189,Louisiana,"Rapides Parish, LA",72.3,1.3722
29190,Louisiana,"Rapides Parish, LA",71.4,1.667
29191,Louisiana,"Rapides Parish, LA",73.0,1.9976
29192,Louisiana,"Rapides Parish, LA",72.2,1.8264
29193,Louisiana,"Rapides Parish, LA",68.5,1.9336
29194,Louisiana,"Rapides Parish, LA",77.3,1.3271
29195,Louisiana,"Rapides Parish, LA",79.3,1.7244
29196,Louisiana,"Rapides Parish, LA",79.4,1.9653
29197,Louisiana,"Rapides Parish, LA",75.7,1.0652
29198,Louisiana,"Rapides Parish, LA",79.0,2.5425
29199,Louisiana,"Rapides Parish, LA",74.7,1.6901
29200,Louisiana,"Rapides Parish, LA",76.1,1.2382
29201,Louisiana,"Rapides Parish, LA",78.30946714719724,1.8558322362542448
29202,Louisiana,"Rapides Parish, LA",78.30946714719724,1.8558322362542448
29203,Louisiana,"Red River Parish, LA",76.1,1.4361
29204,Louisiana,"Red River Parish, LA",72.5,1.102
29205,Louisiana,"Richland Parish, LA",72.3,1.4221
29206,Louisiana,"Richland Parish, LA",77.9,2.6105
29207,Louisiana,"Richland Parish, LA",75.1,1.8735
29208,Louisiana,"Richland Parish, LA",76.2,1.2583
29209,Louisiana,"Richland Parish, LA",68.9,1.2916
29210,Louisiana,"Richland Parish, LA",76.5,1.3176
29211,Louisiana,"Sabine Parish, LA",74.9,2.0799
29212,Louisiana,"Sabine Parish, LA",78.0,1.6339
29213,Louisiana,"Sabine Parish, LA",74.5,1.546
29214,Louisiana,"Sabine Parish, LA",74.3,1.2346
29215,Louisiana,"Sabine Parish, LA",71.1,1.7422
29216,Louisiana,"Sabine Parish, LA",74.6,1.6862
29217,Louisiana,"Sabine Parish, LA",78.1,1.1119
29218,Louisiana,"St. Bernard Parish, LA",72.6,1.1811
29219,Louisiana,"St. Bernard Parish, LA",73.0,2.1688
29220,Louisiana,"St. Bernard Parish, LA",78.30946714719724,1.8558322362542448
29221,Louisiana,"St. Bernard Parish, LA",73.5,1.6252
29222,Louisiana,"St. Bernard Parish, LA",71.9,1.4379
29223,Louisiana,"St. Bernard Parish, LA",73.0,2.4699
29224,Louisiana,"St. Bernard Parish, LA",78.1,1.3062
29225,Louisiana,"St. Bernard Parish, LA",77.0,3.1973
29226,Louisiana,"St. Bernard Parish, LA",76.9,2.1882
29227,Louisiana,"St. Bernard Parish, LA",76.9,2.9603
29228,Louisiana,"St. Bernard Parish, LA",74.4,2.322
29229,Louisiana,"St. Bernard Parish, LA",74.9,1.9893
29230,Louisiana,"St. Bernard Parish, LA",78.30946714719724,1.8558322362542448
29231,Louisiana,"St. Bernard Parish, LA",74.2,1.7595
29232,Louisiana,"St. Bernard Parish, LA",78.30946714719724,1.8558322362542448
29233,Louisiana,"St. Bernard Parish, LA",75.5,2.1335
29234,Louisiana,"St. Bernard Parish, LA",72.4,1.6448
29235,Louisiana,St. Bernard Parish,78.30946714719724,1.8558322362542448
29236,Louisiana,"St. Charles Parish, LA",78.1,2.3769
29237,Louisiana,"St. Charles Parish, LA",79.5,2.7676
29238,Louisiana,"St. Charles Parish, LA",78.30946714719724,1.8558322362542448
29239,Louisiana,"St. Charles Parish, LA",77.9,1.3599
29240,Louisiana,"St. Charles Parish, LA",80.6,2.0626
29241,Louisiana,"St. Charles Parish, LA",72.2,1.5474
29242,Louisiana,"St. Charles Parish, LA",76.1,1.5226
29243,Louisiana,"St. Charles Parish, LA",75.3,1.1982
29244,Louisiana,"St. Charles Parish, LA",72.7,2.2884
29245,Louisiana,"St. Charles Parish, LA",76.5,1.5436
29246,Louisiana,"St. Charles Parish, LA",77.8,2.4805
29247,Louisiana,"St. Charles Parish, LA",79.8,1.9032
29248,Louisiana,"St. Charles Parish, LA",75.8,1.6262
29249,Louisiana,"St. Helena Parish, LA",77.3,1.8853
29250,Louisiana,"St. Helena Parish, LA",72.2,1.3472
29251,Louisiana,"St. James Parish, LA",75.0,2.1831
29252,Louisiana,"St. James Parish, LA",75.1,1.5996
29253,Louisiana,"St. James Parish, LA",80.4,2.7348
29254,Louisiana,"St. James Parish, LA",74.0,1.2317
29255,Louisiana,"St. James Parish, LA",75.1,1.983
29256,Louisiana,"St. James Parish, LA",77.0,1.9997
29257,Louisiana,"St. James Parish, LA",79.0,1.6724
29258,Louisiana,"St. John the Baptist Parish, LA",81.0,2.6832
29259,Louisiana,"St. John the Baptist Parish, LA",73.9,2.2917
29260,Louisiana,"St. John the Baptist Parish, LA",76.8,1.5589
29261,Louisiana,"St. John the Baptist Parish, LA",78.2,1.4292
29262,Louisiana,"St. John the Baptist Parish, LA",72.1,1.7968
29263,Louisiana,"St. John the Baptist Parish, LA",75.6,3.4304
29264,Louisiana,"St. John the Baptist Parish, LA",75.6,1.2154
29265,Louisiana,"St. John the Baptist Parish, LA",70.7,2.8563
29266,Louisiana,"St. John the Baptist Parish, LA",73.0,1.6241
29267,Louisiana,"St. John the Baptist Parish, LA",72.7,1.7829
29268,Louisiana,"St. John the Baptist Parish, LA",75.3,1.4031
29269,Louisiana,"St. Landry Parish, LA",74.7,2.2518
29270,Louisiana,"St. Landry Parish, LA",78.1,2.024
29271,Louisiana,"St. Landry Parish, LA",75.3,1.9756
29272,Louisiana,"St. Landry Parish, LA",77.4,2.6883
29273,Louisiana,"St. Landry Parish, LA",74.1,0.8835
29274,Louisiana,"St. Landry Parish, LA",72.7,1.2569
29275,Louisiana,"St. Landry Parish, LA",77.6,2.4628
29276,Louisiana,"St. Landry Parish, LA",76.2,1.9062
29277,Louisiana,"St. Landry Parish, LA",72.3,1.3135
29278,Louisiana,"St. Landry Parish, LA",70.3,1.7053
29279,Louisiana,"St. Landry Parish, LA",71.7,1.4073
29280,Louisiana,"St. Landry Parish, LA",79.0,2.5854
29281,Louisiana,"St. Landry Parish, LA",71.3,0.993
29282,Louisiana,"St. Landry Parish, LA",69.7,1.4033
29283,Louisiana,"St. Landry Parish, LA",74.0,1.5294
29284,Louisiana,"St. Landry Parish, LA",70.4,1.6486
29285,Louisiana,"St. Landry Parish, LA",76.7,1.5118
29286,Louisiana,"St. Landry Parish, LA",77.8,1.3966
29287,Louisiana,"St. Landry Parish, LA",79.5,1.9387
29288,Louisiana,"St. Martin Parish, LA",73.7,1.4597
29289,Louisiana,"St. Martin Parish, LA",76.1,1.3469
29290,Louisiana,"St. Martin Parish, LA",76.2,1.3808
29291,Louisiana,"St. Martin Parish, LA",76.1,1.1601
29292,Louisiana,"St. Martin Parish, LA",78.1,1.8696
29293,Louisiana,"St. Martin Parish, LA",75.9,1.8532
29294,Louisiana,"St. Martin Parish, LA",76.6,1.456
29295,Louisiana,"St. Martin Parish, LA",74.3,1.668
29296,Louisiana,"St. Martin Parish, LA",73.5,2.0425
29297,Louisiana,"St. Martin Parish, LA",72.6,1.7647
29298,Louisiana,"St. Martin Parish, LA",77.0,1.3939
29299,Louisiana,"St. Mary Parish, LA",76.4,1.4066
29300,Louisiana,"St. Mary Parish, LA",75.8,1.1118
29301,Louisiana,"St. Mary Parish, LA",71.1,1.3163
29302,Louisiana,"St. Mary Parish, LA",70.7,1.5159
29303,Louisiana,"St. Mary Parish, LA",74.4,0.9131
29304,Louisiana,"St. Mary Parish, LA",78.4,1.8107
29305,Louisiana,"St. Mary Parish, LA",71.5,1.6581
29306,Louisiana,"St. Mary Parish, LA",72.1,1.2784
29307,Louisiana,"St. Mary Parish, LA",73.9,1.323
29308,Louisiana,"St. Mary Parish, LA",73.9,0.8776
29309,Louisiana,"St. Mary Parish, LA",72.1,1.1314
29310,Louisiana,"St. Mary Parish, LA",81.2,3.7268
29311,Louisiana,"St. Mary Parish, LA",71.4,1.6435
29312,Louisiana,"St. Mary Parish, LA",75.5,1.3977
29313,Louisiana,"St. Mary Parish, LA",76.9,1.7575
29314,Louisiana,"St. Mary Parish, LA",68.8,3.308
29315,Louisiana,St. Mary Parish,78.30946714719724,1.8558322362542448
29316,Louisiana,"St. Tammany Parish, LA",75.8,1.0235
29317,Louisiana,"St. Tammany Parish, LA",76.4,1.6127
29318,Louisiana,"St. Tammany Parish, LA",77.6,1.1824
29319,Louisiana,"St. Tammany Parish, LA",78.4,1.1702
29320,Louisiana,"St. Tammany Parish, LA",78.5,1.5184
29321,Louisiana,"St. Tammany Parish, LA",79.3,0.9355
29322,Louisiana,"St. Tammany Parish, LA",83.6,1.8148
29323,Louisiana,"St. Tammany Parish, LA",80.5,1.7525
29324,Louisiana,"St. Tammany Parish, LA",81.4,1.7748
29325,Louisiana,"St. Tammany Parish, LA",74.1,1.3788
29326,Louisiana,"St. Tammany Parish, LA",77.6,1.2655
29327,Louisiana,"St. Tammany Parish, LA",78.1,1.4879
29328,Louisiana,"St. Tammany Parish, LA",78.5,1.263
29329,Louisiana,"St. Tammany Parish, LA",81.4,2.0448
29330,Louisiana,"St. Tammany Parish, LA",79.2,1.1667
29331,Louisiana,"St. Tammany Parish, LA",78.4,1.4572
29332,Louisiana,"St. Tammany Parish, LA",78.30946714719724,1.8558322362542448
29333,Louisiana,"St. Tammany Parish, LA",75.4,1.1141
29334,Louisiana,"St. Tammany Parish, LA",75.7,1.7766
29335,Louisiana,"St. Tammany Parish, LA",78.30946714719724,1.8558322362542448
29336,Louisiana,"St. Tammany Parish, LA",76.6,1.2806
29337,Louisiana,"St. Tammany Parish, LA",79.4,1.3932
29338,Louisiana,"St. Tammany Parish, LA",76.7,1.3259
29339,Louisiana,"St. Tammany Parish, LA",78.30946714719724,1.8558322362542448
29340,Louisiana,"St. Tammany Parish, LA",75.0,1.1847
29341,Louisiana,"St. Tammany Parish, LA",69.5,1.7784
29342,Louisiana,"St. Tammany Parish, LA",77.6,2.1288
29343,Louisiana,"St. Tammany Parish, LA",78.6,1.6554
