ToDrop,State,County,LifeExpectancy,LifeExpectancyStandardError
14979,Florida,"Duval County, FL",79.5,1.1551
14980,Florida,"Duval County, FL",82.7,2.8289
14981,Florida,"Duval County, FL",83.4,2.9363
14982,Florida,"Duval County, FL",79.9,0.972
14983,Florida,"Duval County, FL",79.5,1.2406
14984,Florida,"Duval County, FL",78.2,2.8923
14985,Florida,"Duval County, FL",80.5,1.3276
14986,Florida,"Duval County, FL",79.5,1.9024
14987,Florida,"Duval County, FL",74.9,1.7558
14988,Florida,"Duval County, FL",74.9,1.5479
14989,Florida,"Duval County, FL",78.8,1.5965
14990,Florida,"Duval County, FL",78.8,1.3265
14991,Florida,"Duval County, FL",79.2,2.1022
14992,Florida,"Duval County, FL",82.4,2.519
14993,Florida,"Duval County, FL",74.8,1.3658
14994,Florida,"Duval County, FL",81.9,3.0014
14995,Florida,"Duval County, FL",77.5,1.0484
14996,Florida,"Duval County, FL",83.2,2.3226
14997,Florida,"Duval County, FL",84.5,3.5988
14998,Florida,"Duval County, FL",78.30946714719724,1.8558322362542448
14999,Florida,"Duval County, FL",79.8,1.5658
15000,Florida,"Duval County, FL",79.5,2.0447
15001,Florida,"Duval County, FL",75.4,1.9582
15002,Florida,"Duval County, FL",79.4,2.0257
15003,Florida,"Duval County, FL",81.9,2.2101
15004,Florida,"Duval County, FL",77.9,1.3406
15005,Florida,"Duval County, FL",82.9,2.5852
15006,Florida,"Duval County, FL",82.6,1.1742
15007,Florida,"Duval County, FL",81.8,2.2083
15008,Florida,"Duval County, FL",80.1,1.2155
15009,Florida,"Duval County, FL",78.2,1.3607
15010,Florida,"Duval County, FL",76.3,1.3721
15011,Florida,"Duval County, FL",78.7,1.3785
15012,Florida,"Duval County, FL",70.9,1.6425
15013,Florida,"Duval County, FL",74.0,1.263
15014,Florida,"Duval County, FL",78.30946714719724,1.8558322362542448
15015,Florida,"Duval County, FL",78.0,1.2731
15016,Florida,"Duval County, FL",77.5,2.3191
15017,Florida,"Duval County, FL",76.5,1.6506
15018,Florida,"Duval County, FL",75.8,1.2182
15019,Florida,"Duval County, FL",77.8,1.8523
15020,Florida,"Duval County, FL",77.0,1.8893
15021,Florida,"Duval County, FL",74.3,0.9632
15022,Florida,"Duval County, FL",74.0,1.9693
15023,Florida,"Duval County, FL",79.7,1.5523
15024,Florida,"Duval County, FL",73.1,1.8412
15025,Florida,"Duval County, FL",73.1,2.2307
15026,Florida,"Duval County, FL",72.5,1.5916
15027,Florida,"Duval County, FL",77.2,1.6463
15028,Florida,"Duval County, FL",74.9,2.0062
15029,Florida,"Duval County, FL",77.7,1.6463
15030,Florida,"Duval County, FL",76.4,1.9582
15031,Florida,"Duval County, FL",77.7,2.7157
15032,Florida,"Duval County, FL",80.0,1.8554
15033,Florida,"Duval County, FL",76.1,2.1537
15034,Florida,"Duval County, FL",76.9,2.0743
15035,Florida,"Duval County, FL",77.6,1.4566
15036,Florida,"Duval County, FL",75.0,1.2766
15037,Florida,"Duval County, FL",75.5,1.0669
15038,Florida,"Duval County, FL",70.4,1.5956
15039,Florida,"Duval County, FL",72.2,1.8813
15040,Florida,"Duval County, FL",78.3,1.3993
15041,Florida,"Duval County, FL",78.7,1.4423
15042,Florida,"Duval County, FL",74.4,1.6239
15043,Florida,"Duval County, FL",79.2,1.7394
15044,Florida,"Duval County, FL",81.2,2.2187
15045,Florida,"Duval County, FL",78.7,1.2529
15046,Florida,"Duval County, FL",79.9,2.4816
15047,Florida,"Duval County, FL",76.0,1.5265
15048,Florida,"Duval County, FL",77.0,1.9977
15049,Florida,"Duval County, FL",77.6,1.5759
15050,Florida,"Duval County, FL",77.0,1.5089
15051,Florida,"Duval County, FL",76.9,2.085
15052,Florida,"Duval County, FL",81.5,2.9958
15053,Florida,"Duval County, FL",79.6,1.9031
15054,Florida,"Duval County, FL",78.9,3.8382
15055,Florida,"Duval County, FL",80.9,1.3526
15056,Florida,"Duval County, FL",82.0,1.5941
15057,Florida,"Duval County, FL",79.4,1.4176
15058,Florida,"Duval County, FL",78.5,1.261
15059,Florida,"Duval County, FL",87.0,3.6572
15060,Florida,"Duval County, FL",76.7,1.6761
15061,Florida,"Duval County, FL",76.2,1.3988
15062,Florida,"Duval County, FL",74.6,1.3756
15063,Florida,"Duval County, FL",69.1,1.88
15064,Florida,Duval County,78.30946714719724,1.8558322362542448
15065,Florida,"Escambia County, FL",61.1,3.6171
15066,Florida,"Escambia County, FL",67.9,2.4949
15067,Florida,"Escambia County, FL",69.4,1.5884
15068,Florida,"Escambia County, FL",75.5,1.9877
15069,Florida,"Escambia County, FL",67.9,2.288
15070,Florida,"Escambia County, FL",79.2,1.8267
15071,Florida,"Escambia County, FL",81.5,1.6126
15072,Florida,"Escambia County, FL",79.5,1.059
15073,Florida,"Escambia County, FL",77.6,2.0223
15074,Florida,"Escambia County, FL",80.5,0.8148
15075,Florida,"Escambia County, FL",78.9,1.1214
15076,Florida,"Escambia County, FL",76.7,0.8151
15077,Florida,"Escambia County, FL",76.2,1.035
15078,Florida,"Escambia County, FL",79.9,2.2513
15079,Florida,"Escambia County, FL",74.0,0.7987
15080,Florida,"Escambia County, FL",76.7,1.6403
15081,Florida,"Escambia County, FL",75.3,1.4563
15082,Florida,"Escambia County, FL",78.30946714719724,1.8558322362542448
15083,Florida,"Escambia County, FL",72.8,1.7202
15084,Florida,"Escambia County, FL",62.1,3.2017
15085,Florida,"Escambia County, FL",70.4,2.109
15086,Florida,"Escambia County, FL",70.7,1.9068
15087,Florida,"Escambia County, FL",67.3,1.8463
15088,Florida,"Escambia County, FL",68.1,2.9871
15089,Florida,"Escambia County, FL",70.7,1.866
15090,Florida,"Escambia County, FL",77.6,1.7715
15091,Florida,"Escambia County, FL",78.30946714719724,1.8558322362542448
15092,Florida,"Escambia County, FL",82.0,2.4521
15093,Florida,"Escambia County, FL",80.5,1.3122
15094,Florida,"Escambia County, FL",76.7,2.7188
15095,Florida,"Escambia County, FL",81.0,1.9036
15096,Florida,"Escambia County, FL",77.2,1.6146
15097,Florida,"Escambia County, FL",75.8,2.1001
15098,Florida,"Escambia County, FL",77.6,1.5943
15099,Florida,"Escambia County, FL",69.9,1.6463
15100,Florida,"Escambia County, FL",71.9,1.3492
15101,Florida,"Escambia County, FL",71.3,1.9105
15102,Florida,"Escambia County, FL",77.2,1.2137
15103,Florida,"Escambia County, FL",67.3,3.1156
15104,Florida,"Escambia County, FL",75.7,1.4668
15105,Florida,"Escambia County, FL",73.3,1.8221
15106,Florida,"Escambia County, FL",74.4,1.5956
15107,Florida,"Escambia County, FL",68.9,1.7088
15108,Florida,"Escambia County, FL",75.7,1.8034
15109,Florida,"Escambia County, FL",76.2,1.1183
15110,Florida,"Escambia County, FL",78.30946714719724,1.8558322362542448
15111,Florida,"Escambia County, FL",79.4,1.6237
15112,Florida,"Escambia County, FL",81.7,3.2045
15113,Florida,"Escambia County, FL",74.6,1.6609
15114,Florida,"Escambia County, FL",79.0,3.0325
15115,Florida,"Escambia County, FL",78.9,1.5807
15116,Florida,"Escambia County, FL",75.4,1.8504
15117,Florida,"Escambia County, FL",70.7,1.1921
15118,Florida,"Escambia County, FL",77.8,1.0217
15119,Florida,"Escambia County, FL",77.0,2.184
15120,Florida,"Escambia County, FL",78.0,1.6811
15121,Florida,"Escambia County, FL",74.4,1.0097
15122,Florida,"Escambia County, FL",74.9,1.8442
15123,Florida,"Escambia County, FL",77.8,1.5044
15124,Florida,"Escambia County, FL",78.30946714719724,1.8558322362542448
15125,Florida,"Escambia County, FL",81.6,2.0196
15126,Florida,"Escambia County, FL",78.1,2.3177
15127,Florida,"Escambia County, FL",76.4,1.0658
15128,Florida,"Escambia County, FL",78.0,1.6409
15129,Florida,"Escambia County, FL",78.6,1.5301
15130,Florida,"Escambia County, FL",78.3,1.838
15131,Florida,"Escambia County, FL",76.3,1.3756
15132,Florida,"Escambia County, FL",78.5,1.9001
15133,Florida,"Escambia County, FL",75.6,1.6696
15134,Florida,"Escambia County, FL",71.6,1.5051
15135,Florida,"Escambia County, FL",72.6,2.1294
15136,Florida,Escambia County,78.30946714719724,1.8558322362542448
15137,Florida,"Flagler County, FL",76.4,2.3696
15138,Florida,"Flagler County, FL",78.0,2.4505
15139,Florida,"Flagler County, FL",76.0,2.3499
15140,Florida,"Flagler County, FL",78.30946714719724,1.8558322362542448
15141,Florida,"Flagler County, FL",76.0,1.3634
15142,Florida,"Flagler County, FL",82.4,2.1835
15143,Florida,"Flagler County, FL",80.3,1.8466
15144,Florida,"Flagler County, FL",72.2,1.22
15145,Florida,"Flagler County, FL",79.2,1.4611
15146,Florida,"Flagler County, FL",76.0,1.1247
15147,Florida,"Flagler County, FL",77.4,1.2978
15148,Florida,"Flagler County, FL",81.3,2.9241
15149,Florida,"Flagler County, FL",77.3,1.1155
15150,Florida,"Flagler County, FL",82.7,2.3247
15151,Florida,"Flagler County, FL",81.4,2.1332
15152,Florida,"Flagler County, FL",79.7,2.3764
15153,Florida,"Flagler County, FL",86.8,2.6912
15154,Florida,"Flagler County, FL",77.7,1.7263
15155,Florida,"Flagler County, FL",82.4,3.8347
15156,Florida,"Flagler County, FL",77.9,1.7721
15157,Florida,Flagler County,78.30946714719724,1.8558322362542448
15158,Florida,"Franklin County, FL",76.4,2.4155
15159,Florida,"Franklin County, FL",77.4,1.9542
15160,Florida,"Franklin County, FL",73.3,2.0976
15161,Florida,"Franklin County, FL",74.4,3.0742
15162,Florida,Franklin County,78.30946714719724,1.8558322362542448
15163,Florida,Franklin County,78.30946714719724,1.8558322362542448
15164,Florida,"Gadsden County, FL",74.7,1.3772
15165,Florida,"Gadsden County, FL",76.1,1.232
15166,Florida,"Gadsden County, FL",76.2,1.9637
15167,Florida,"Gadsden County, FL",74.5,1.2756
15168,Florida,"Gadsden County, FL",73.3,1.4647
15169,Florida,"Gadsden County, FL",76.9,1.8323
15170,Florida,"Gadsden County, FL",76.6,1.7602
15171,Florida,"Gadsden County, FL",73.5,1.3246
15172,Florida,"Gadsden County, FL",78.8,1.671
15173,Florida,"Gilchrist County, FL",76.5,1.0221
15174,Florida,"Gilchrist County, FL",78.9,1.9666
15175,Florida,"Gilchrist County, FL",79.4,2.3633
15176,Florida,"Gilchrist County, FL",74.4,2.4202
15177,Florida,"Gilchrist County, FL",77.6,1.6172
15178,Florida,"Glades County, FL",78.30946714719724,1.8558322362542448
15179,Florida,"Glades County, FL",75.8,0.8716
15180,Florida,"Glades County, FL",73.3,0.9392
15181,Florida,Glades County,78.30946714719724,1.8558322362542448
15182,Florida,"Gulf County, FL",76.6,1.2452
15183,Florida,"Gulf County, FL",76.0,1.6122
15184,Florida,"Gulf County, FL",76.9,1.1911
15185,Florida,Gulf County,78.30946714719724,1.8558322362542448
15186,Florida,"Hamilton County, FL",78.0,1.5463
15187,Florida,"Hamilton County, FL",74.0,2.3159
15188,Florida,"Hamilton County, FL",73.3,2.3898
15189,Florida,"Hardee County, FL",80.2,2.0178
15190,Florida,"Hardee County, FL",77.5,1.7771
15191,Florida,"Hardee County, FL",79.4,2.3668
15192,Florida,"Hardee County, FL",80.2,2.6099
15193,Florida,"Hardee County, FL",82.0,2.1394
15194,Florida,"Hardee County, FL",77.9,2.3223
15195,Florida,"Hendry County, FL",78.4,1.9713
15196,Florida,"Hendry County, FL",76.2,1.803
15197,Florida,"Hendry County, FL",77.6,1.3933
15198,Florida,"Hendry County, FL",80.8,3.4244
15199,Florida,"Hendry County, FL",81.1,1.4305
15200,Florida,"Hendry County, FL",75.8,1.5534
15201,Florida,Hendry County,78.30946714719724,1.8558322362542448
15202,Florida,"Hernando County, FL",79.7,1.7793
15203,Florida,"Hernando County, FL",75.4,1.7681
15204,Florida,"Hernando County, FL",77.2,2.4954
15205,Florida,"Hernando County, FL",77.2,1.709
15206,Florida,"Hernando County, FL",77.9,1.9818
15207,Florida,"Hernando County, FL",77.1,1.9024
15208,Florida,"Hernando County, FL",76.4,2.4609
15209,Florida,"Hernando County, FL",72.7,1.7177
15210,Florida,"Hernando County, FL",72.4,1.5571
15211,Florida,"Hernando County, FL",69.4,1.5775
15212,Florida,"Hernando County, FL",73.3,2.0113
15213,Florida,"Hernando County, FL",72.5,2.4965
15214,Florida,"Hernando County, FL",77.9,1.5576
15215,Florida,"Hernando County, FL",73.9,1.5127
15216,Florida,"Hernando County, FL",76.0,1.7632
15217,Florida,"Hernando County, FL",76.3,1.7543
15218,Florida,"Hernando County, FL",78.30946714719724,1.8558322362542448
15219,Florida,"Hernando County, FL",79.8,1.6945
15220,Florida,"Hernando County, FL",76.8,1.1552
15221,Florida,"Hernando County, FL",78.30946714719724,1.8558322362542448
15222,Florida,"Hernando County, FL",78.9,0.9629
15223,Florida,"Hernando County, FL",79.5,1.6654
15224,Florida,"Hernando County, FL",75.4,1.5958
15225,Florida,"Hernando County, FL",78.7,1.6981
15226,Florida,"Hernando County, FL",74.4,1.6263
15227,Florida,"Hernando County, FL",76.6,1.4431
15228,Florida,"Hernando County, FL",77.1,1.817
15229,Florida,"Hernando County, FL",77.2,1.309
15230,Florida,"Hernando County, FL",74.7,1.7402
15231,Florida,"Hernando County, FL",73.7,2.0945
15232,Florida,"Hernando County, FL",73.8,1.2412
15233,Florida,"Hernando County, FL",77.2,1.166
15234,Florida,"Hernando County, FL",76.9,1.7086
15235,Florida,"Hernando County, FL",75.4,1.7828
15236,Florida,"Hernando County, FL",75.6,1.7902
15237,Florida,"Hernando County, FL",74.6,2.0636
15238,Florida,"Hernando County, FL",78.30946714719724,1.8558322362542448
15239,Florida,"Hernando County, FL",78.30946714719724,1.8558322362542448
15240,Florida,"Hernando County, FL",77.7,2.1711
15241,Florida,"Hernando County, FL",74.3,1.7587
15242,Florida,"Hernando County, FL",75.6,1.4721
15243,Florida,"Hernando County, FL",81.1,2.7302
15244,Florida,"Hernando County, FL",77.6,1.443
15245,Florida,"Hernando County, FL",79.1,1.6292
15246,Florida,Hernando County,78.30946714719724,1.8558322362542448
15247,Florida,"Highlands County, FL",76.6,1.0893
15248,Florida,"Highlands County, FL",70.0,3.7515
15249,Florida,"Highlands County, FL",80.6,2.5287
15250,Florida,"Highlands County, FL",78.0,1.6267
15251,Florida,"Highlands County, FL",80.2,2.7443
15252,Florida,"Highlands County, FL",84.3,1.9868
15253,Florida,"Highlands County, FL",74.8,2.5368
15254,Florida,"Highlands County, FL",81.3,1.1671
15255,Florida,"Highlands County, FL",79.6,2.3337
15256,Florida,"Highlands County, FL",82.7,1.5312
15257,Florida,"Highlands County, FL",79.3,1.6007
15258,Florida,"Highlands County, FL",75.0,1.7607
15259,Florida,"Highlands County, FL",74.7,1.9011
15260,Florida,"Highlands County, FL",77.2,2.1214
15261,Florida,"Highlands County, FL",74.5,1.6512
15262,Florida,"Highlands County, FL",74.2,1.5891
15263,Florida,"Highlands County, FL",79.9,1.2568
15264,Florida,"Highlands County, FL",78.8,2.1418
15265,Florida,"Highlands County, FL",78.30946714719724,1.8558322362542448
15266,Florida,"Highlands County, FL",74.1,1.3077
15267,Florida,"Highlands County, FL",74.4,1.3437
15268,Florida,"Highlands County, FL",72.1,2.9036
15269,Florida,"Highlands County, FL",82.1,1.8171
15270,Florida,"Highlands County, FL",76.4,0.8952
15271,Florida,"Highlands County, FL",78.30946714719724,1.8558322362542448
15272,Florida,"Highlands County, FL",78.30946714719724,1.8558322362542448
15273,Florida,"Highlands County, FL",78.30946714719724,1.8558322362542448
15274,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15275,Florida,"Hillsborough County, FL",76.9,2.4504
15276,Florida,"Hillsborough County, FL",69.0,1.8946
15277,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15278,Florida,"Hillsborough County, FL",70.9,1.5115
15279,Florida,"Hillsborough County, FL",68.0,2.5107
15280,Florida,"Hillsborough County, FL",75.0,1.4979
15281,Florida,"Hillsborough County, FL",76.1,1.2758
15282,Florida,"Hillsborough County, FL",73.3,1.8283
15283,Florida,"Hillsborough County, FL",73.0,1.4241
15284,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15285,Florida,"Hillsborough County, FL",71.4,1.7602
15286,Florida,"Hillsborough County, FL",69.4,3.1076
15287,Florida,"Hillsborough County, FL",75.4,3.4208
15288,Florida,"Hillsborough County, FL",71.9,1.5359
15289,Florida,"Hillsborough County, FL",72.8,1.5002
15290,Florida,"Hillsborough County, FL",72.1,1.527
15291,Florida,"Hillsborough County, FL",75.9,1.3905
15292,Florida,"Hillsborough County, FL",76.7,1.7965
15293,Florida,"Hillsborough County, FL",78.3,1.6484
15294,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15295,Florida,"Hillsborough County, FL",77.4,2.4508
15296,Florida,"Hillsborough County, FL",79.3,1.6877
15297,Florida,"Hillsborough County, FL",66.8,1.5946
15298,Florida,"Hillsborough County, FL",71.1,2.2558
15299,Florida,"Hillsborough County, FL",66.7,2.4576
15300,Florida,"Hillsborough County, FL",73.5,2.0882
15301,Florida,"Hillsborough County, FL",74.3,2.2384
15302,Florida,"Hillsborough County, FL",76.9,1.3753
15303,Florida,"Hillsborough County, FL",79.5,1.6003
15304,Florida,"Hillsborough County, FL",76.2,1.4728
15305,Florida,"Hillsborough County, FL",72.1,3.0306
15306,Florida,"Hillsborough County, FL",80.6,1.4528
15307,Florida,"Hillsborough County, FL",79.0,1.544
15308,Florida,"Hillsborough County, FL",76.6,2.6886
15309,Florida,"Hillsborough County, FL",69.1,1.8039
15310,Florida,"Hillsborough County, FL",70.4,1.8672
15311,Florida,"Hillsborough County, FL",75.1,2.678
15312,Florida,"Hillsborough County, FL",69.1,2.9848
15313,Florida,"Hillsborough County, FL",71.7,2.0097
15314,Florida,"Hillsborough County, FL",73.0,2.1585
15315,Florida,"Hillsborough County, FL",72.5,1.1872
15316,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15317,Florida,"Hillsborough County, FL",64.1,3.9579
15318,Florida,"Hillsborough County, FL",76.8,1.4903
15319,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15320,Florida,"Hillsborough County, FL",72.0,2.0629
15321,Florida,"Hillsborough County, FL",78.1,3.8673
15322,Florida,"Hillsborough County, FL",74.7,2.397
15323,Florida,"Hillsborough County, FL",72.1,2.7215
15324,Florida,"Hillsborough County, FL",76.8,1.1903
15325,Florida,"Hillsborough County, FL",76.7,1.8394
15326,Florida,"Hillsborough County, FL",76.8,1.9009
15327,Florida,"Hillsborough County, FL",76.9,2.5525
15328,Florida,"Hillsborough County, FL",76.6,2.952
15329,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15330,Florida,"Hillsborough County, FL",76.6,2.6414
15331,Florida,"Hillsborough County, FL",81.1,2.6505
15332,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15333,Florida,"Hillsborough County, FL",76.2,1.9418
15334,Florida,"Hillsborough County, FL",83.0,2.1224
15335,Florida,"Hillsborough County, FL",76.3,2.3366
15336,Florida,"Hillsborough County, FL",79.8,2.0245
15337,Florida,"Hillsborough County, FL",79.9,1.5968
15338,Florida,"Hillsborough County, FL",87.3,2.931
15339,Florida,"Hillsborough County, FL",84.3,2.2272
15340,Florida,"Hillsborough County, FL",83.2,3.4425
15341,Florida,"Hillsborough County, FL",85.1,1.6293
15342,Florida,"Hillsborough County, FL",80.3,1.2356
15343,Florida,"Hillsborough County, FL",79.9,1.6247
15344,Florida,"Hillsborough County, FL",82.9,1.282
15345,Florida,"Hillsborough County, FL",77.4,1.3183
15346,Florida,"Hillsborough County, FL",77.4,2.8044
15347,Florida,"Hillsborough County, FL",73.7,2.6386
15348,Florida,"Hillsborough County, FL",83.4,1.5935
15349,Florida,"Hillsborough County, FL",74.5,1.4568
15350,Florida,"Hillsborough County, FL",80.0,1.6844
15351,Florida,"Hillsborough County, FL",78.1,2.5388
15352,Florida,"Hillsborough County, FL",76.6,1.8458
15353,Florida,"Hillsborough County, FL",77.0,2.194
15354,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15355,Florida,"Hillsborough County, FL",79.3,2.2097
15356,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15357,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15358,Florida,"Hillsborough County, FL",71.8,1.758
15359,Florida,"Hillsborough County, FL",80.1,2.8232
15360,Florida,"Hillsborough County, FL",79.6,1.9378
15361,Florida,"Hillsborough County, FL",79.5,1.3613
15362,Florida,"Hillsborough County, FL",79.9,2.3567
15363,Florida,"Hillsborough County, FL",67.2,2.2765
15364,Florida,"Hillsborough County, FL",78.2,1.889
15365,Florida,"Hillsborough County, FL",84.7,2.5282
15366,Florida,"Hillsborough County, FL",80.5,2.096
15367,Florida,"Hillsborough County, FL",81.3,2.7891
15368,Florida,"Hillsborough County, FL",80.7,1.2369
15369,Florida,"Hillsborough County, FL",82.1,2.2136
15370,Florida,"Hillsborough County, FL",74.3,2.3206
15371,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15372,Florida,"Hillsborough County, FL",77.1,2.6131
15373,Florida,"Hillsborough County, FL",78.5,1.8441
15374,Florida,"Hillsborough County, FL",75.7,1.1013
15375,Florida,"Hillsborough County, FL",77.2,2.3159
15376,Florida,"Hillsborough County, FL",80.6,3.741
15377,Florida,"Hillsborough County, FL",70.8,2.0393
15378,Florida,"Hillsborough County, FL",75.5,1.169
15379,Florida,"Hillsborough County, FL",80.5,1.9296
15380,Florida,"Hillsborough County, FL",79.9,1.3952
15381,Florida,"Hillsborough County, FL",80.2,1.6659
15382,Florida,"Hillsborough County, FL",70.9,2.9235
15383,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15384,Florida,"Hillsborough County, FL",78.6,3.6162
15385,Florida,"Hillsborough County, FL",79.3,1.5464
15386,Florida,"Hillsborough County, FL",79.5,1.4091
15387,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15388,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15389,Florida,"Hillsborough County, FL",74.7,1.998
15390,Florida,"Hillsborough County, FL",74.7,3.1511
15391,Florida,"Hillsborough County, FL",69.4,1.9003
15392,Florida,"Hillsborough County, FL",74.7,1.3196
15393,Florida,"Hillsborough County, FL",74.7,1.1001
15394,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15395,Florida,"Hillsborough County, FL",72.5,3.6562
15396,Florida,"Hillsborough County, FL",83.3,2.3964
15397,Florida,"Hillsborough County, FL",76.9,1.4647
15398,Florida,"Hillsborough County, FL",82.1,1.9566
15399,Florida,"Hillsborough County, FL",80.2,2.4506
15400,Florida,"Hillsborough County, FL",78.6,2.0928
15401,Florida,"Hillsborough County, FL",81.2,1.1591
15402,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15403,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15404,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15405,Florida,"Hillsborough County, FL",79.4,2.0309
15406,Florida,"Hillsborough County, FL",82.9,2.906
15407,Florida,"Hillsborough County, FL",77.9,2.2181
15408,Florida,"Hillsborough County, FL",77.5,1.4535
15409,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15410,Florida,"Hillsborough County, FL",79.3,1.5525
15411,Florida,"Hillsborough County, FL",80.5,2.2837
15412,Florida,"Hillsborough County, FL",76.0,1.3469
15413,Florida,"Hillsborough County, FL",77.2,1.2198
15414,Florida,"Hillsborough County, FL",69.4,1.8187
15415,Florida,"Hillsborough County, FL",81.7,1.985
15416,Florida,"Hillsborough County, FL",80.2,1.3825
15417,Florida,"Hillsborough County, FL",80.8,1.6223
15418,Florida,"Hillsborough County, FL",81.3,2.5971
15419,Florida,"Hillsborough County, FL",83.6,2.9678
15420,Florida,"Hillsborough County, FL",80.4,2.0535
15421,Florida,"Hillsborough County, FL",81.5,2.1622
15422,Florida,"Hillsborough County, FL",76.4,1.3607
15423,Florida,"Hillsborough County, FL",80.1,2.4404
15424,Florida,"Hillsborough County, FL",78.0,1.2088
15425,Florida,"Hillsborough County, FL",77.3,1.6674
15426,Florida,"Hillsborough County, FL",79.4,1.5669
15427,Florida,"Hillsborough County, FL",78.4,1.4624
15428,Florida,"Hillsborough County, FL",79.2,1.3693
15429,Florida,"Hillsborough County, FL",80.3,1.4068
15430,Florida,"Hillsborough County, FL",77.8,2.2385
15431,Florida,"Hillsborough County, FL",80.8,1.3562
15432,Florida,"Hillsborough County, FL",81.4,1.8178
15433,Florida,"Hillsborough County, FL",80.6,2.4834
15434,Florida,"Hillsborough County, FL",80.6,1.9776
15435,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15436,Florida,"Hillsborough County, FL",79.4,1.358
15437,Florida,"Hillsborough County, FL",85.7,3.8392
15438,Florida,"Hillsborough County, FL",80.9,2.0898
15439,Florida,"Hillsborough County, FL",84.6,2.9961
15440,Florida,"Hillsborough County, FL",78.2,2.3331
15441,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15442,Florida,"Hillsborough County, FL",82.0,1.6783
15443,Florida,"Hillsborough County, FL",78.7,2.4639
15444,Florida,"Hillsborough County, FL",85.6,3.2748
15445,Florida,"Hillsborough County, FL",79.9,1.8435
15446,Florida,"Hillsborough County, FL",78.9,1.2855
15447,Florida,"Hillsborough County, FL",79.1,1.1898
15448,Florida,"Hillsborough County, FL",80.5,1.8303
15449,Florida,"Hillsborough County, FL",80.8,1.8753
15450,Florida,"Hillsborough County, FL",82.5,2.3078
15451,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15452,Florida,"Hillsborough County, FL",73.1,1.6146
15453,Florida,"Hillsborough County, FL",77.8,1.2611
15454,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15455,Florida,"Hillsborough County, FL",77.9,1.541
15456,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15457,Florida,"Hillsborough County, FL",75.3,2.6101
15458,Florida,"Hillsborough County, FL",77.7,1.5997
15459,Florida,"Hillsborough County, FL",79.1,2.5694
15460,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15461,Florida,"Hillsborough County, FL",80.3,2.4991
15462,Florida,"Hillsborough County, FL",80.9,2.189
15463,Florida,"Hillsborough County, FL",80.0,1.7276
15464,Florida,"Hillsborough County, FL",76.5,1.6338
15465,Florida,"Hillsborough County, FL",78.5,1.5554
15466,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15467,Florida,"Hillsborough County, FL",82.2,2.3438
15468,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15469,Florida,"Hillsborough County, FL",74.6,2.3803
15470,Florida,"Hillsborough County, FL",80.4,1.6253
15471,Florida,"Hillsborough County, FL",73.7,2.1934
15472,Florida,"Hillsborough County, FL",78.5,3.0525
15473,Florida,"Hillsborough County, FL",76.8,1.8318
15474,Florida,"Hillsborough County, FL",77.7,2.6301
15475,Florida,"Hillsborough County, FL",77.4,1.4781
15476,Florida,"Hillsborough County, FL",75.4,1.7519
15477,Florida,"Hillsborough County, FL",74.9,1.2333
15478,Florida,"Hillsborough County, FL",80.1,3.1336
15479,Florida,"Hillsborough County, FL",83.3,2.6398
15480,Florida,"Hillsborough County, FL",81.2,2.2879
15481,Florida,"Hillsborough County, FL",80.7,2.4288
15482,Florida,"Hillsborough County, FL",77.3,1.4071
15483,Florida,"Hillsborough County, FL",78.30946714719724,1.8558322362542448
15484,Florida,"Hillsborough County, FL",75.6,2.5482
15485,Florida,"Hillsborough County, FL",78.5,1.5345
15486,Florida,"Hillsborough County, FL",77.4,1.1071
15487,Florida,"Hillsborough County, FL",78.8,1.9344
