TSS,BCSS,WCSS
681.3706,602.5149341740226,78.8556658259773
681.3706,602.5149341740226,78.8556658259773
681.3706,602.5149341740226,78.8556658259773
681.3706,602.5191585738539,78.85144142614601
681.3706,538.6165375,142.75406249999997
681.3706,602.5191585738539,78.85144142614601
681.3706,602.5191585738539,78.85144142614601
681.3706,602.5149341740226,78.8556658259773
681.3706,602.5149341740226,78.85566582597731
681.3706,602.5191585738539,78.85144142614601
